motif	RBP	length	site1(A)	site1(C)	site1(G)	site1(U)	site2(A)	site2(C)	site2(G)	site2(U)	site3(A)	site3(C)	site3(G)	site3(U)	site4(A)	site4(C)	site4(G)	site4(U)	site5(A)	site5(C)	site5(G)	site5(U)	site6(A)	site6(C)	site6(G)	site6(U)	site7(A)	site7(C)	site7(G)	site7(U)	site8(A)	site8(C)	site8(G)	site8(U)	site9(A)	site9(C)	site9(G)	site9(U)	site10(A)	site10(C)	site10(G)	site10(U)	site11(A)	site11(C)	site11(G)	site11(U)	site12(A)	site12(C)	site12(G)	site12(U)	site13(A)	site13(C)	site13(G)	site13(U)	site14(A)	site14(C)	site14(G)	site14(U)	site15(A)	site15(C)	site15(G)	site15(U)	site16(A)	site16(C)	site16(G)	site16(U)	site17(A)	site17(C)	site17(G)	site17(U)	site18(A)	site18(C)	site18(G)	site18(U)	site19(A)	site19(C)	site19(G)	site19(U)	site20(A)	site20(C)	site20(G)	site20(U)	site21(A)	site21(C)	site21(G)	site21(U)	site22(A)	site22(C)	site22(G)	site22(U)	site23(A)	site23(C)	site23(G)	site23(U)	site24(A)	site24(C)	site24(G)	site24(U)	site25(A)	site25(C)	site25(G)	site25(U)	site26(A)	site26(C)	site26(G)	site26(U)	site27(A)	site27(C)	site27(G)	site27(U)	site28(A)	site28(C)	site28(G)	site28(U)	site29(A)	site29(C)	site29(G)	site29(U)	site30(A)	site30(C)	site30(G)	site30(U)	site31(A)	site31(C)	site31(G)	site31(U)	site32(A)	site32(C)	site32(G)	site32(U)	site33(A)	site33(C)	site33(G)	site33(U)	site34(A)	site34(C)	site34(G)	site34(U)	site35(A)	site35(C)	site35(G)	site35(U)	site36(A)	site36(C)	site36(G)	site36(U)	site37(A)	site37(C)	site37(G)	site37(U)	site38(A)	site38(C)	site38(G)	site38(U)	site39(A)	site39(C)	site39(G)	site39(U)	site40(A)	site40(C)	site40(G)	site40(U)
motif0294	FUS	10	0	0.3965	0	0.6035	0	0.3986	0	0.6014	0	0	0	1	0	0.4705	0	0.5295	0.0003	0.9992	0	0.0006	0	0.4751	0	0.5249	0	0.0002	0	0.9998	0	0.3877	0.1785	0.4338	0	0.3856	0	0.6144	0	0.8964	0.1036	0																																																																																																																								
motif0295	FUS	8	0	1	0	0	0	0	0	1	0	0.4476	0.5524	0	0	0.9991	0	0.0009	0.4747	0	0	0.5253	0	0.5121	0.4879	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0296	FUS	8	0	0	1	0	0.1076	0	0.8924	0	0.4718	0	0.5282	0	1	0	0	0	0	0	1	0	0	0	1	0	0.4769	0	0.5231	0	0.4315	0	0.5685	0																																																																																																																																
motif0297	FUS	8	0	0.7131	0	0.2869	0	0.8898	0	0.1102	0.1097	0.521	0	0.3692	0	1	0	0	0.2684	0	0	0.7316	0	0	0.8856	0.1144	0	1	0	0	0	1	0	0																																																																																																																																
motif0298	FUS	10	1	0	0	0	0.3985	0	0	0.6015	0.9999	0	0	0.0001	0.655	0	0	0.345	0.2703	0	0	0.7297	0.4414	0	0	0.5585	0.9134	0	0	0.0866	0.7159	0	0	0.284	1	0	0	0	0	0.1878	0	0.8121																																																																																																																								
motif0299	FUS	8	0	0.5077	0	0.4923	0	0.4485	0	0.5515	0	0.4398	0	0.5602	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.0804	0.9196	0																																																																																																																																
motif0300	FUS	8	0	0.79	0	0.21	0	0.3731	0	0.6269	0	0	0	1	0.0001	0.9998	0	0	0	1	0	0	0	0	0	1	0	0.0001	0.9997	0.0001	0.2307	0.2645	0	0.5049																																																																																																																																
motif0301	FUS	8	0.2547	0.7453	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0.383	0.1978	0	0.4192	0	0	0.6388	0.3611	0	0	1	0																																																																																																																																
motif0302	FUS	8	0	0.5077	0	0.4923	0	0.4485	0	0.5515	0	0.4398	0	0.5602	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.0804	0.9196	0																																																																																																																																
motif0303	FUS	8	0	0.79	0	0.21	0	0.3731	0	0.6269	0	0	0	1	0.0001	0.9998	0	0	0	1	0	0	0	0	0	1	0	0.0001	0.9997	0.0001	0.2307	0.2645	0	0.5049																																																																																																																																
motif0304	FUS	8	0.2547	0.7453	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0.383	0.1978	0	0.4192	0	0	0.6388	0.3611	0	0	1	0																																																																																																																																
motif0305	FUS	8	0	0.8645	0	0.1355	0	0.6382	0	0.3618	0	0.1579	0	0.8421	0	0.8924	0.1076	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.1074	0.6319	0.2607																																																																																																																																
motif0306	FUS	8	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0.3921	0.289	0.3189	0	0.4602	0	0.5398																																																																																																																																
motif0307	FUS	8	0	0.8645	0	0.1355	0	0.6382	0	0.3618	0	0.1579	0	0.8421	0	0.8924	0.1076	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.1074	0.6319	0.2607																																																																																																																																
motif0308	FUS	8	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0.3933	0.2934	0.3132	0.0003	0.4603	0	0.5394																																																																																																																																
motif0309	FUS	8	0	0.699	0.301	0	0.1616	0.3327	0	0.5057	0	1	0	0	1	0	0	0	0	0.263	0.737	0	0	0	0	1	0	0	1	0	0	0	0	0.9999																																																																																																																																
motif0310	FUS	10	0.5347	0	0.4651	0.0002	0	0	1	0	0.7132	0	0.2868	0	0.4997	0	0.5003	0	0.4449	0.0022	0.5529	0	1	0	0	0	0	0	1	0	0.4739	0	0.5261	0	0.6633	0	0.3367	0	0.5115	0	0.4885	0																																																																																																																								
motif0311	FUS	8	0.431	0.569	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0.6597	0	0	0.3403	0	0.3222	0.6778	0	0.9999	0	0	0	0	1	0	0																																																																																																																																
motif0312	FUS	8	0	0.6507	0.3493	0	1	0	0	0	0	0	1	0	0.4913	0.1017	0.4069	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0.4487	0.5512	0																																																																																																																																
motif0313	FUS	9	0	0	1	0	0	0.2211	0.4869	0.2921	0.3094	0.415	0.2756	0	0.2518	0.2311	0.2485	0.2687	0	0.996	0	0.004	0.0004	0	0	0.9996	0	0	0.9994	0.0006	0	0	1	0	0	0.3382	0.6618	0																																																																																																																												
motif0314	FUS	8	0.6398	0	0.3602	0	0	1	0	0	0.5808	0	0.0001	0.4191	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0.4431	0	0	0.5569																																																																																																																																
motif0315	FUS	8	0	1	0	0	0.1068	0.3838	0	0.5094	0	0.5741	0	0.4259	0	1	0	0	0	0	0	1	0	0.9999	0	0.0001	0	1	0	0	0.5593	0.4407	0	0																																																																																																																																
motif0316	FUS	8	0	0.5752	0	0.4248	0	1	0	0	0.3529	0.2653	0	0.3818	0	1	0	0	0	0	0	1	0	0	1	0	0.0002	0.6718	0.3278	0.0002	0	1	0	0																																																																																																																																
motif0317	FUS	8	0	0.6883	0.3116	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0.9999	0	0	0	0	0	1	0	0	0.5879	0.4121	0	0.2348	0	0.7652																																																																																																																																
motif0318	FUS	8	0	1	0	0	0.8208	0.1792	0	0	0	1	0	0	1	0	0	0	0	0.0004	0.9995	0	0.5255	0.4745	0	0	0	1	0	0	0.5234	0.2029	0	0.2737																																																																																																																																
motif0319	FXR1	8	0.6256	0	0.3744	0	1	0	0	0	0	0.0982	0	0.9018	0	0	1	0	1	0	0	0	0	1	0	0	0.8084	0	0.1916	0	1	0	0	0																																																																																																																																
motif0320	FXR1	8	0.676	0	0.324	0	1	0	0	0	0	0.1851	0	0.8149	0	0	1	0	1	0	0	0	0	1	0	0	0.9144	0	0.0856	0	1	0	0	0																																																																																																																																
motif0321	FXR1	8	0.676	0	0.324	0	1	0	0	0	0	0.1851	0	0.8149	0	0	1	0	1	0	0	0	0	1	0	0	0.9144	0	0.0856	0	1	0	0	0																																																																																																																																
motif0322	FXR1	8	0	0	0	1	0	1	0	0	0.4662	0	0	0.5338	0	0	0	1	0	1	0	0	0.4734	0	0	0.5266	0.0761	0	0	0.9239	0	1	0	0																																																																																																																																
motif0323	FXR1	10	0	0.4231	0.5769	0	0	0.9999	0.0001	0	0.3428	0.2081	0.13	0.3192	0	0.1627	0.8373	0	0	0.5329	0.4671	0	0	0.4813	0.5187	0	0	0.4352	0.5648	0	0	1	0	0	0	0.1681	0.2357	0.5963	0	0	1	0																																																																																																																								
motif0324	FXR1	9	0.0133	0	0.9867	0	0.6813	0.0008	0.3179	0	0.6081	0	0.3906	0.0013	0.4136	0	0.5864	0	0.9322	0	0.0678	0	0.0057	0	0.9943	0	0.4783	0	0.5217	0	0.9935	0	0.0065	0	0.5622	0	0.4378	0																																																																																																																												
motif0325	FXR1	8	0	0	0	1	0	0	0	1	0	0	0	1	0.3082	0	0	0.6918	0	1	0	0	0	0	0	1	0	0	0	1	0	0.324	0	0.676																																																																																																																																
motif0326	FXR1	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0.5907	0.4093	0	0	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0327	FXR1	7	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1																																																																																																																																				
motif0328	FXR1	8	0	0	0	1	0	0	1	0	1	0	0	0	0.5238	0	0	0.4762	0	0	1	0	0.5216	0.363	0	0.1154	0	0	0	1	0	0	1	0																																																																																																																																
motif0329	FXR1	8	0	0	0	1	0	0	0	1	0.2009	0	0	0.7991	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0.33	0	0.67																																																																																																																																
motif0330	FXR1	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0.493	0.507	0	0	0	0	0	1	0	0	0	1	0	0.1687	0	0.8313																																																																																																																																
motif0331	FXR1	10	0	1	0	0	1	0	0	0	0.0001	0.2553	0.3454	0.3992	0	1	0	0	0.4652	0.1451	0.0002	0.3895	0.1126	0.2541	0.2341	0.3992	0	1	0	0	0.5162	0.0001	0	0.4838	0.0005	0.4627	0	0.5368	0	1	0	0																																																																																																																								
motif0332	FXR1	10	0	0.0946	0.9054	0	0	0.5629	0.4371	0	0.5593	0	0	0.4407	0	0	1	0	0	0.5616	0.4384	0	0.5798	0	0	0.4202	0	0	1	0	0.2495	0.3955	0.355	0	0.4994	0	0.1456	0.355	0	0	1	0																																																																																																																								
motif0333	FXR1	10	0	0.9135	0	0.0865	0	0.5169	0	0.4831	0	0.1994	0	0.8006	0	0.6963	0	0.3037	0	0.7161	0	0.2839	0	0.139	0	0.861	0	0.5335	0	0.4665	0	1	0	0	0	0.3344	0	0.6656	0	0.6865	0	0.3135																																																																																																																								
motif0334	FXR1	8	0.1925	0.4659	0.3416	0	0.9965	0	0	0.0035	0	0	1	0	0	0	1	0	0	0	0	1	0.0001	0	0.9999	0	0.3689	0	0.2517	0.3794	0	0	1	0																																																																																																																																
motif0335	FXR1	8	0	1	0	0	0	0.7294	0	0.2706	0	0.2231	0	0.7769	0	0	0.4112	0.5888	0	0	0.6972	0.3028	0	1	0	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0336	FXR1	8	0	0	0	1	0	0.3635	0.6365	0	0	0	0	1	0	0	0.4814	0.5186	0	0	0.2603	0.7397	0	1	0	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0337	FXR1	8	0	1	0	0	0	0.6401	0	0.3599	0	0	0	1	0	0.7002	0	0.2998	0	0.6184	0	0.3816	0	0.0429	0	0.9571	0	1	0	0	0	1	0	0																																																																																																																																
motif0338	FXR1	8	0	0	0	1	0	0.3635	0.6365	0	0	0	0	1	0	0	0.4814	0.5186	0	0	0.2603	0.7397	0	1	0	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0339	FXR1	8	0	1	0	0	0	0.6401	0	0.3599	0	0	0	1	0	0.7002	0	0.2998	0	0.6184	0	0.3816	0	0.0429	0	0.9571	0	1	0	0	0	1	0	0																																																																																																																																
motif0340	FXR1	8	0	0	0	1	0	0.3635	0.6365	0	0	0	0	1	0	0	0.4814	0.5186	0	0	0.2603	0.7397	0	1	0	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0341	FXR1	8	0	1	0	0	0	0.6401	0	0.3599	0	0	0	1	0	0.7002	0	0.2998	0	0.6184	0	0.3816	0	0.0429	0	0.9571	0	1	0	0	0	1	0	0																																																																																																																																
motif0342	FXR1	8	0	0	0	1	0	0.3635	0.6365	0	0	0	0	1	0	0	0.4814	0.5186	0	0	0.2603	0.7397	0	1	0	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0343	FXR1	8	0	1	0	0	0	0.6401	0	0.3599	0	0	0	1	0	0.7002	0	0.2998	0	0.6184	0	0.3816	0	0.0429	0	0.9571	0	1	0	0	0	1	0	0																																																																																																																																
motif0344	FXR2	7	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0.5479	0	0.4521	0	0	0	1	0																																																																																																																																				
motif0345	FXR2	7	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0.5479	0	0.4521	0	0	0	1	0																																																																																																																																				
motif0346	FXR2	7	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0.5479	0	0.4521	0	0	0	1	0																																																																																																																																				
motif0347	FXR2	10	0	0	1	0	0.5101	0	0.1412	0.3486	0	0	1	0	0	0	1	0	0.4908	0.3219	0.1873	0	0.7357	0.2642	0	0	0.3066	0.3029	0.3904	0	0.6053	0	0.0003	0.3944	0	0	1	0	0.0001	0.3872	0.6127	0																																																																																																																								
motif0348	FXR2	10	0	0.6449	0.3551	0	0	0.1489	0.1726	0.6784	0	0	1	0	0	0.6565	0.3435	0	0.3467	0	0.1475	0.5058	0	0.2369	0.7631	0	0	1	0	0	0.0001	0.1054	0.1385	0.756	0	0.0004	0.9996	0	0	0.5892	0.4108	0																																																																																																																								
motif0349	FXR2	8	0	1	0	0	0.5775	0.0881	0.0757	0.2587	0	0	0.8538	0.1462	0	0	1	0	0.152	0	0.848	0	0	1	0	0	0.3221	0	0	0.6779	0	0	1	0																																																																																																																																
motif0350	FXR2	7	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0.7531	0.2469	0	0.6049	0.3951	0																																																																																																																																				
motif0351	FXR2	8	0	0.9996	0.0004	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.5215	0.4785	0	0	1	0	0	0.4165	0.0815	0	0.502	0	0.3792	0.6194	0.0014																																																																																																																																
motif0352	FXR2	8	0.565	0	0	0.435	0	0	1	0	0.0001	0	0.9999	0	1	0	0	0	0	0	1	0	0.3948	0	0.6052	0	0.7184	0	0	0.2816	0	0	1	0																																																																																																																																
motif0353	FXR2	8	0.4143	0.4632	0.1225	0	0.822	0	0.178	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0.8267	0	0.1733	0	0	0	1	0																																																																																																																																
motif0354	FXR2	8	0.3521	0	0.1887	0.4592	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.8381	0.1619	0	0.3611	0	0	0.6389	0	0	1	0																																																																																																																																
motif0355	FXR2	8	0.565	0	0	0.435	0	0	1	0	0.0001	0	0.9999	0	1	0	0	0	0	0	1	0	0.3948	0	0.6052	0	0.7184	0	0	0.2816	0	0	1	0																																																																																																																																
motif0356	FXR2	7	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.8536	0.1464	0	0.3669	0	0	0.6331	0	0	1	0																																																																																																																																				
motif0357	FXR2	8	0.565	0	0	0.435	0	0	1	0	0.0001	0	0.9999	0	1	0	0	0	0	0	1	0	0.3948	0	0.6052	0	0.7184	0	0	0.2816	0	0	1	0																																																																																																																																
motif0358	FXR2	7	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.8536	0.1464	0	0.3669	0	0	0.6331	0	0	1	0																																																																																																																																				
motif0359	FXR2	8	0.565	0	0	0.435	0	0	1	0	0.0001	0	0.9999	0	1	0	0	0	0	0	1	0	0.3948	0	0.6052	0	0.7184	0	0	0.2816	0	0	1	0																																																																																																																																
motif0360	FXR2	8	0.3521	0	0.1887	0.4592	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0.8381	0.1619	0	0.3611	0	0	0.6389	0	0	1	0																																																																																																																																
motif0361	FXR2	8	0.4491	0	0	0.5508	0	0	1	0	0	1	0	0	0.4211	0	0	0.5789	0	0	1	0	0	0.6771	0.3229	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0362	HNRNPA1	10	0.1543	0.1667	0.679	0	0.8375	0	0.1601	0.0024	0.0013	0	0.9986	0	0.0001	0	0.9999	0	0.7069	0.1836	0.1095	0.0001	0.5046	0	0.296	0.1994	0.0003	0	0.9997	0	0.5465	0.1321	0.3213	0.0001	0.4474	0.0004	0.3703	0.182	0.0007	0	0.9992	0																																																																																																																								
motif0363	HNRNPA1	10	0	0.9999	0.0001	0	0.4185	0.281	0	0.3005	0.2839	0	0.4096	0.3066	0	0	0.9999	0	0.3055	0.3186	0.3756	0.0003	0.0003	0.999	0.0007	0	0.4722	0.0042	0	0.5236	0.2092	0	0.787	0.0038	0	0	0.9999	0	0.6825	0.0017	0.3158	0.0001																																																																																																																								
motif0364	HNRNPA1	10	0	0	1	0	0	0.0002	0.6404	0.3594	0.5051	0	0.4949	0	1	0	0	0	0	0	1	0	0.3527	0.2627	0.3339	0.0507	0.9997	0.0003	0	0	0.4538	0.1608	0.2725	0.1129	0.4562	0.3183	0.2255	0	0	1	0	0																																																																																																																								
motif0365	HNRNPA1	10	0.0001	0.9997	0.0002	0	0.4536	0.1576	0	0.3888	0.1655	0	0.6266	0.2079	0.0002	0.0745	0.9253	0	0.3289	0.3102	0.3359	0.025	0.0567	0.9409	0.0023	0	0.3357	0.0008	0	0.6635	0.1132	0	0.8608	0.026	0.0001	0.0002	0.9995	0.0002	0.7052	0.0956	0.1987	0.0004																																																																																																																								
motif0366	HNRNPA1	7	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0																																																																																																																																				
motif0367	HNRNPA1	10	0.0001	0.9999	0	0	0.4059	0.2695	0	0.3247	0.2471	0	0.4471	0.3059	0	0	0.9999	0	0.3157	0.3001	0.3806	0.0036	0.022	0.9765	0.0015	0	0.3766	0.0001	0	0.6234	0.0449	0	0.9491	0.006	0	0	0.9999	0	0.5121	0.2172	0.2701	0.0007																																																																																																																								
motif0368	HNRNPA1	10	0.0001	0.9995	0.0004	0	0.4745	0.1048	0	0.4208	0.1319	0	0.7019	0.1662	0.0002	0.0677	0.9321	0	0.3165	0.3035	0.3559	0.0242	0.0573	0.9242	0.0185	0	0.2125	0.0004	0	0.7871	0.0403	0	0.9248	0.0349	0.0001	0.0892	0.9107	0	0.6678	0.1194	0.1744	0.0385																																																																																																																								
motif0369	HNRNPA1	8	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0370	HNRNPA1	8	0.5503	0.0011	0.1661	0.2825	0	0	0.9999	0	0.0977	0	0.9023	0	0.0002	0.2669	0.7329	0	0.2162	0.7832	0.0006	0	0.6045	0.0006	0.0021	0.3928	0	0	1	0	0	0.0268	0.9732	0																																																																																																																																
motif0371	HNRNPA1	8	0	1	0	0	0	0	1	0	0.2796	0.3593	0.1865	0.1745	0.7479	0	0.2521	0	0	0	1	0	0	0	1	0	0	0.0012	0.2266	0.7723	0	1	0	0																																																																																																																																
motif0372	HNRNPA1	7	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0																																																																																																																																				
motif0373	HNRNPA1	10	0	0.0001	0	0.9999	0.0003	0.2801	0.3944	0.3253	0.7766	0	0.2233	0.0001	0.5008	0	0.4992	0	0.7591	0.1785	0.0006	0.0618	0	0	0.463	0.537	0.0004	0.4313	0.4302	0.1382	0.9956	0	0.0002	0.0043	0.0002	0.0055	0.9942	0	1	0	0	0																																																																																																																								
motif0374	HNRNPA1	8	0.5147	0	0.0005	0.4848	0	0	1	0	0	0	1	0	0	0	1	0	0.3614	0.2586	0.3799	0	0	1	0	0	0	0	0	1	0	0.1022	0.6331	0.2646																																																																																																																																
motif0375	HNRNPA1	10	0	0.5179	0.482	0	0.7483	0	0.2413	0.0104	0	0	1	0	0.4391	0	0.2144	0.3465	0	0	1	0	0	0.541	0.459	0	0.55	0	0.0069	0.4431	0	0	1	0	0.3278	0.0963	0.2842	0.2917	0.0009	0.001	0.9969	0.0012																																																																																																																								
motif0376	HNRNPA1	7	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0																																																																																																																																				
motif0377	HNRNPA1	10	0.1723	0.3665	0.4611	0	0.9936	0.0063	0	0	0.4963	0.171	0.3328	0	0.6814	0	0.3186	0	0	0.0047	0.9953	0	0.9843	0	0.0156	0	0.1766	0	0.8234	0	0.3126	0	0.6873	0	0.8026	0.0032	0.1942	0	0.596	0.0002	0.4038	0																																																																																																																								
motif0378	HNRNPA1	7	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0																																																																																																																																				
motif0379	HNRNPA1	7	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0																																																																																																																																				
motif0380	HNRNPA1	7	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0																																																																																																																																				
motif0381	HNRNPA1	8	0	0	0.3368	0.6632	0.0002	0	0.6033	0.3965	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0.6543	0	0.3457	0	0	0	1	0																																																																																																																																
motif0382	HNRNPA1	10	0.4769	0	0.5231	0	0	0	1	0	0.6969	0	0.3023	0.0008	0.4458	0	0.4342	0.12	0	0	0.9994	0.0006	0.6289	0	0.1561	0.215	0	0	1	0	0.4633	0	0.5367	0	0.5494	0	0.2562	0.1944	0	0	1	0																																																																																																																								
motif0383	HNRNPA1	8	0	0.2256	0	0.7744	1	0	0	0	0	0	1	0	0.1719	0	0.4778	0.3503	0.0001	0	0	0.9999	0	0.1241	0	0.8759	1	0	0	0	0	0	1	0																																																																																																																																
motif0384	HNRNPA1	9	0	0.5672	0.4328	0	0	1	0	0	0.0005	0.9995	0	0	0	0.3766	0	0.6234	0.1703	0	0.3335	0.4962	0.0005	0.427	0.2096	0.3628	0	0.4793	0.0014	0.5192	0	1	0	0	0	1	0	0																																																																																																																												
motif0385	HNRNPA1	8	1	0	0	0	0	0	1	0	0	0	0	1	0.1882	0	0.3515	0.4604	0	0.6499	0	0.3501	1	0	0	0	0	0	1	0	0	0	0	1																																																																																																																																
motif0386	HNRNPA1	8	1	0	0	0	0	0	1	0	0	0	0	1	0.1882	0	0.3515	0.4604	0	0.6499	0	0.3501	1	0	0	0	0	0	1	0	0	0	0	1																																																																																																																																
motif0387	HNRNPA1	8	0	0	1	0	0	0	1	0	0.2183	0.3059	0.2352	0.2407	0	0.4975	0	0.5025	0	0.8719	0	0.1281	0	0	0	1	0	0	1	0	0	0	1	0																																																																																																																																
motif0388	HNRNPA1	8	0.5118	0	0	0.4882	0	0	1	0	0.3847	0	0.6152	0	1	0	0	0	0	0	1	0	0.7155	0.2845	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0389	HNRNPA1	8	0.6353	0	0.3647	0	0	0	1	0	0.6561	0	0.3439	0	0	0	1	0	1	0	0	0	0.6574	0.3426	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0390	HNRNPA1	8	0	0.5517	0.4483	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0.5649	0.4351	0.4258	0.5742	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0391	HNRNPA1	10	0.5203	0	0	0.4797	0	0	0.4541	0.5459	0	0	0	1	0.0001	0	0	0.9999	0.4031	0	0	0.5969	0.5922	0	0.4078	0	0	0	0	1	0	0	0.2354	0.7646	0	0	0	1	0.3355	0	0	0.6645																																																																																																																								
motif0392	HNRNPA1	8	0.9999	0	0	0	0	0	1	0	0.3239	0.4052	0.2704	0.0005	0.9998	0	0	0.0002	0	0	1	0	0.4705	0.5294	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0393	HNRNPA1	8	0.5291	0	0.3418	0.1291	0.0004	0	0.9996	0	0.3698	0	0.6302	0	0	0	1	0	1	0	0	0	0.3009	0.6991	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0394	HNRNPA1	8	0.1443	0	0.7558	0.0999	0	0	1	0	0	0.5313	0.3694	0.0993	0	0	0	1	0	0	1	0	0	0	0.7597	0.2403	0	0	0.7723	0.2277	0	0	1	0																																																																																																																																
motif0395	HNRNPA1	8	1	0	0	0	0	0	1	0	0	0	0.5885	0.4115	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0.7343	0.2657	0	0	0.5245	0.4755																																																																																																																																
motif0396	HNRNPA1	8	1	0	0	0	0	0	1	0	0.5676	0	0.432	0.0003	0.7381	0	0	0.2619	0	0	1	0	0.672	0.328	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0397	HNRNPA1	8	1	0	0	0	0.1768	0	0.8232	0	0.2553	0	0.7447	0	0.3494	0	0.6506	0	1	0	0	0	0.7574	0.2426	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0398	HNRNPA1	8	0.4257	0	0.4004	0.1739	0	0	1	0	0	0.521	0.4789	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0.4896	0.5104	0	0	1	0																																																																																																																																
motif0399	HNRNPA1	8	1	0	0	0	0	0	1	0	0.3251	0.402	0.2726	0.0003	0.9999	0	0	0.0001	0	0	1	0	0.4749	0.5251	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0400	HNRNPA1	8	1	0	0	0	0.48	0	0.3393	0.1807	0	0	1	0	0.6927	0	0.3073	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0401	HNRNPA1	8	0.4257	0	0.4004	0.1739	0	0	1	0	0	0.521	0.4789	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0.4896	0.5104	0	0	1	0																																																																																																																																
motif0402	HNRNPA1	8	1	0	0	0	0	0	1	0	0.3251	0.402	0.2726	0.0003	0.9999	0	0	0.0001	0	0	1	0	0.4749	0.5251	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0403	HNRNPA1	8	1	0	0	0	0.48	0	0.3393	0.1807	0	0	1	0	0.6927	0	0.3073	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0404	HNRNPA2B1	10	0.0001	0.9995	0.0004	0	0.4783	0.1036	0	0.4181	0.1327	0	0.7031	0.1642	0.0002	0.0634	0.9364	0	0.3318	0.2991	0.3444	0.0247	0.0576	0.9079	0.0345	0.0001	0.2065	0.0002	0	0.7933	0.0368	0	0.9292	0.034	0.0001	0.0848	0.9151	0.0001	0.6731	0.1197	0.1699	0.0372																																																																																																																								
motif0405	HNRNPA2B1	7	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.5384	0	0.4616	0																																																																																																																																				
