motif	RBP	length	site1(A)	site1(C)	site1(G)	site1(U)	site2(A)	site2(C)	site2(G)	site2(U)	site3(A)	site3(C)	site3(G)	site3(U)	site4(A)	site4(C)	site4(G)	site4(U)	site5(A)	site5(C)	site5(G)	site5(U)	site6(A)	site6(C)	site6(G)	site6(U)	site7(A)	site7(C)	site7(G)	site7(U)	site8(A)	site8(C)	site8(G)	site8(U)	site9(A)	site9(C)	site9(G)	site9(U)	site10(A)	site10(C)	site10(G)	site10(U)	site11(A)	site11(C)	site11(G)	site11(U)	site12(A)	site12(C)	site12(G)	site12(U)	site13(A)	site13(C)	site13(G)	site13(U)	site14(A)	site14(C)	site14(G)	site14(U)	site15(A)	site15(C)	site15(G)	site15(U)	site16(A)	site16(C)	site16(G)	site16(U)	site17(A)	site17(C)	site17(G)	site17(U)	site18(A)	site18(C)	site18(G)	site18(U)	site19(A)	site19(C)	site19(G)	site19(U)	site20(A)	site20(C)	site20(G)	site20(U)	site21(A)	site21(C)	site21(G)	site21(U)	site22(A)	site22(C)	site22(G)	site22(U)	site23(A)	site23(C)	site23(G)	site23(U)	site24(A)	site24(C)	site24(G)	site24(U)	site25(A)	site25(C)	site25(G)	site25(U)	site26(A)	site26(C)	site26(G)	site26(U)	site27(A)	site27(C)	site27(G)	site27(U)	site28(A)	site28(C)	site28(G)	site28(U)	site29(A)	site29(C)	site29(G)	site29(U)	site30(A)	site30(C)	site30(G)	site30(U)	site31(A)	site31(C)	site31(G)	site31(U)	site32(A)	site32(C)	site32(G)	site32(U)	site33(A)	site33(C)	site33(G)	site33(U)	site34(A)	site34(C)	site34(G)	site34(U)	site35(A)	site35(C)	site35(G)	site35(U)	site36(A)	site36(C)	site36(G)	site36(U)	site37(A)	site37(C)	site37(G)	site37(U)	site38(A)	site38(C)	site38(G)	site38(U)	site39(A)	site39(C)	site39(G)	site39(U)	site40(A)	site40(C)	site40(G)	site40(U)
motif0590	IGF2BP2	8	0	1	0	0	0	1	0	0	0	1	0	0	0.3786	0	0	0.6214	0	0.5848	0.2011	0.2142	0	0.8393	0	0.1607	0	0.8225	0	0.1774	0	1	0	0																																																																																																																																
motif0591	IGF2BP2	8	0	0	0	1	0	0.6109	0.3884	0.0007	0	0	0	1	0.0001	0.0006	0.9988	0.0006	0	0	0	1	0	0.0006	0.9987	0.0007	0	0.3385	0	0.6615	0.0004	0	0.2337	0.7658																																																																																																																																
motif0592	IGF2BP3	7	1	0	0	0	0	0.9999	0	0	1	0	0	0	0.9999	0	0	0	0.9999	0	0	0	0	1	0	0	1	0	0	0																																																																																																																																				
motif0593	IGF2BP3	7	1	0	0	0	0	0.9999	0	0	1	0	0	0	0.9999	0	0	0	0.9999	0	0	0	0	1	0	0	1	0	0	0																																																																																																																																				
motif0594	IGF2BP3	7	1	0	0	0	0	0.9999	0	0	1	0	0	0	0.9999	0	0	0	0.9999	0	0	0	0	1	0	0	1	0	0	0																																																																																																																																				
motif0595	IGF2BP3	10	0	0.4279	0	0.5721	0.0001	0.009	0	0.9909	0	0.0018	0	0.9982	0.0001	0.3468	0	0.6531	0	0.9999	0	0.0001	0.2067	0.3722	0	0.4211	0	0.4205	0	0.5795	0	0	0	1	0	0.4557	0	0.5443	0	0.4654	0	0.5346																																																																																																																								
motif0596	IGF2BP3	10	0	0.5014	0.4986	0	0	0.5831	0.416	0.0009	0	0.6256	0.3743	0	0.3141	0.4028	0.0002	0.283	0	0.3122	0.6878	0	0.0001	0	0.9997	0.0002	0	0.9947	0.0053	0	0.0001	0.3393	0.1976	0.463	0	0.484	0.516	0	0	0.9998	0.0001	0																																																																																																																								
motif0597	IGF2BP3	8	0	1	0	0	1	0	0	0	0	0	0	1	0.7641	0	0	0.2359	0	0.7301	0	0.2699	0.8942	0	0	0.1058	0	1	0	0	0.905	0.095	0	0																																																																																																																																
motif0598	IGF2BP3	8	0.1852	0	0	0.8148	0	1	0	0	0	0	0	1	0	0	0.5708	0.4292	0	1	0	0	0	0	0	1	0	0	0.3315	0.6685	0	0	0	1																																																																																																																																
motif0599	IGF2BP3	8	0	1	0	0	0	1	0	0	0.3937	0	0	0.6063	0	0.5568	0	0.4432	0	1	0	0	0.3556	0.0001	0	0.6443	0	1	0	0	0	1	0	0																																																																																																																																
motif0600	IGF2BP3	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.2512	0.2719	0.0273	0.4496	0	0	0	1	0	0	0	1																																																																																																																																
motif0601	IGF2BP3	8	0	1	0	0	0.3039	0.6961	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0.3594	0	0	0.6406	0.1321	0	0.8679	0	0	0.7224	0	0.2776																																																																																																																																
motif0602	IGF2BP3	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0.9999	0	0.0001	0.3045	0.1321	0.0188	0.5446	0	0	0	1	0	0	0	1																																																																																																																																
motif0603	IGF2BP3	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0.9999	0	0.0001	0.3045	0.1321	0.0188	0.5446	0	0	0	1	0	0	0	1																																																																																																																																
motif0604	IGF2BP3	10	0	0	0	1	0.0001	0	0	0.9999	0	0	0	1	0	0.9999	0	0.0001	0.1823	0.3524	0	0.4653	0.0012	0.3738	0	0.625	0	0.3929	0	0.6071	0.0008	0.3984	0	0.6008	0	0.4424	0	0.5576	0	0.4398	0	0.5602																																																																																																																								
motif0605	IGF2BP3	8	0	1	0	0	1	0	0	0	0	0	0.7618	0.2382	0	1	0	0	0	0	0	0.9999	0.1608	0.2774	0.5617	0	0	1	0	0	0.605	0.395	0	0																																																																																																																																
motif0606	IGF2BP3	8	0	0	0	1	0	0	0	1	0	0	0	1	0	0.9999	0	0.0001	0	0	0	1	0.2445	0	0	0.7555	0	0	0	1	0.1323	0	0	0.8677																																																																																																																																
motif0607	IGF2BP3	8	0	0	0	1	0	0.4358	0	0.5642	0	0.2415	0	0.7585	0	0	0	1	0	1	0	0	0.0004	0	0	0.9996	0	0.5447	0	0.4553	0	1	0	0																																																																																																																																
motif0608	IGF2BP3	8	0	0	0	1	0	0.625	0	0.375	0	0.4565	0	0.5435	0	0	0	1	0	0.6682	0	0.3318	0	0	0	1	0	1	0	0	0	1	0	0																																																																																																																																
motif0609	LIN28A	7	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1																																																																																																																																				
motif0610	LIN28A	7	0	0.9999	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0.515	0	0.485	0																																																																																																																																				
motif0611	LIN28A	7	0	0.9999	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0.5126	0	0.4874	0																																																																																																																																				
motif0612	LIN28A	7	0	0.9999	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0.5503	0	0.4497	0																																																																																																																																				
motif0613	LIN28A	7	0	0.9999	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0.5126	0	0.4874	0																																																																																																																																				
motif0614	LIN28A	7	0	0.9999	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0.5503	0	0.4497	0																																																																																																																																				
motif0615	LIN28A	7	0	0.9999	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0.5126	0	0.4874	0																																																																																																																																				
motif0616	LIN28A	8	0	0	1	0	0	0	1	0	0.2541	0	0.7459	0	0.8301	0	0	0.1699	0	0	1	0	0.4014	0	0.5986	0	0.2359	0	0.6892	0.0748	0	0	1	0																																																																																																																																
motif0617	LIN28A	8	0	0.2481	0.7519	0	0	0.0037	0.9963	0	0	0	1	0	0	0.372	0.628	0	0	0.9996	0.0004	0	0	0.2276	0	0.7724	0	0	1	0	0	0.4447	0.5553	0																																																																																																																																
motif0618	LIN28A	8	0	0.7753	0.2247	0	0	0	0	1	0	0	1	0	0.389	0	0.6109	0	1	0	0	0	0	0	1	0	0.5434	0	0.4566	0	1	0	0	0																																																																																																																																
motif0619	LIN28A	8	0.1654	0	0	0.8346	0	0	1	0	0.7758	0.0001	0.0001	0.224	0	0	0.1119	0.8881	0.0001	0	0.9998	0.0001	0.2056	0.6725	0.1218	0.0001	0	0	0	1	0	0	1	0																																																																																																																																
motif0620	LIN28A	8	0	0	1	0	0.1852	0	0.8148	0	0	0.3969	0.6031	0	0.8323	0	0	0.1676	0.1222	0	0.8778	0	0.286	0	0.714	0	0	0	1	0	1	0	0	0																																																																																																																																
motif0621	LIN28A	8	0	0	1	0	0	0	1	0	0.2541	0	0.7459	0	0.8301	0	0	0.1699	0	0	1	0	0.4014	0	0.5986	0	0.2359	0	0.6892	0.0748	0	0	1	0																																																																																																																																
motif0622	LIN28A	7	0	0	1	0	0	0	1	0	0.0001	0.9999	0	0	0.4287	0	0	0.5713	0	0	1	0	0	0	0.5852	0.4148	0	0	1	0																																																																																																																																				
motif0623	LIN28A	8	0.256	0	0	0.744	0	0	1	0	0.1069	0.5712	0.1788	0.1431	0	0	0	1	0	0	1	0	0	0.8729	0	0.127	0	0	0	1	0	0	1	0																																																																																																																																
motif0624	LIN28A	7	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0.9999	0	0	0	0.52	0	0.48	0																																																																																																																																				
motif0625	LIN28A	10	0	0.0854	0.9146	0	0	0.4252	0.5748	0	0.0002	0.5832	0.4166	0	0	0.3232	0.6768	0	0	0.7689	0.2311	0	0	0.313	0.2305	0.4565	0	0.0001	0.9999	0	0	0.6073	0.3927	0	0	0.2662	0.3459	0.3879	0	0	1	0																																																																																																																								
motif0626	LIN28A	10	0	0.5454	0	0.4546	0	0.413	0	0.587	0	0.5443	0	0.4557	0	1	0	0	0	0	0	1	0	0.4043	0.212	0.3837	0	0.7646	0	0.2354	0	0.3843	0	0.6157	0	0.5259	0	0.4741	0	1	0	0																																																																																																																								
motif0627	LIN28A	10	0	0.7581	0.2419	0	0.3947	0	0	0.6053	0	0	1	0	0	0.0001	0.7401	0.2598	0	0.6872	0.3128	0	0.0006	0.2671	0	0.7323	0	0.5793	0.4207	0	0.3037	0	0.1192	0.577	0	0	0.9999	0	0	0.357	0.578	0.065																																																																																																																								
motif0628	LIN28A	8	0.1579	0	0.1878	0.6543	0	0	1	0	0.0001	0.8457	0.1542	0	0.1207	0	0	0.8793	0	0	1	0	0.0831	0.9166	0.0002	0.0001	0.1394	0	0	0.8606	0	0	1	0																																																																																																																																
motif0629	LIN28A	8	0	0	1	0	0	0	1	0	0	0.5395	0.4605	0	0.2525	0.3837	0	0.3638	0	0.9996	0.0004	0	0.3546	0	0.0001	0.6453	0	0	1	0	0	0	1	0																																																																																																																																
motif0630	LIN28A	8	0	0	1	0	0	0	1	0	0	0.6301	0.3699	0	0	0.3876	0	0.6123	0	0.6032	0.3968	0	0	0	0.0997	0.9003	0	0	1	0	0	0	1	0																																																																																																																																
motif0631	LIN28A	8	0	0	1	0	0.9991	0	0.0009	0	0.4206	0	0.5794	0	0	0	1	0	1	0	0	0	0	0	1	0	0.4142	0	0.5858	0	0.6916	0	0.3084	0																																																																																																																																
motif0632	LIN28A	8	0	1	0	0	0	0.5732	0	0.4267	0	0.58	0.0002	0.4197	0	1	0	0	0.4406	0	0	0.5594	0	0	1	0	0	1	0	0	0	0.8128	0	0.1872																																																																																																																																
motif0633	LIN28A	8	0	0	1	0	0	0	0.7982	0.2017	0	0	0.4144	0.5856	0	0.1629	0.8349	0.0021	0	0.858	0.142	0	0	0	0	1	0	0	1	0	0	0.2584	0.7416	0																																																																																																																																
motif0634	LIN28A	8	0	0	1	0	0	0	0.799	0.201	0	0.6764	0.3236	0	0	0.3717	0	0.6283	0	0.6482	0.3518	0	0	0	0	1	0	0	1	0	0	0	1	0																																																																																																																																
motif0635	LIN28A	9	0.956	0	0.0439	0	0	0	1	0	0.1106	0.0001	0.1353	0.754	0	0	1	0	0.8545	0.0909	0.0546	0	0.0738	0.1551	0.0248	0.7463	0	0.0283	0.0553	0.9164	0	0.0412	0.0434	0.9153	0.0538	0.0323	0.1249	0.7889																																																																																																																												
motif0636	LIN28A	8	0.0003	0.9991	0.0003	0.0003	0.0003	0.0003	0.0003	0.9991	0.9991	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.9991	0.0003	0.0003	0.9991	0.0003	0.9991	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.9991	0.9991	0.0003	0.0003	0.0003																																																																																																																																
motif0637	LIN28A	10	0.5962	0	0.1252	0.2786	0.0292	0	0.9464	0.0244	0.0112	0.0001	0.7885	0.2003	0.0029	0.0261	0.9705	0.0006	0.7557	0.1534	0.0909	0	0.1122	0.2282	0.0544	0.6052	0.0055	0.0422	0.0019	0.9504	0.0016	0.2093	0.1988	0.5903	0.0268	0	0.1825	0.7906	0.0006	0.002	0.9974	0																																																																																																																								
motif0638	LIN28A	10	0	0.9996	0.0001	0.0002	0.0031	0.3975	0	0.5994	0.1307	0.6488	0.107	0.1135	0.0004	0	0.0011	0.9984	0	0.0001	0.9999	0	0.5579	0.2745	0.1675	0.0001	0.3949	0.0031	0.221	0.3811	0.2547	0.2653	0.2363	0.2438	0.0001	0.9992	0.0004	0.0002	0.0012	0.9976	0	0.0011																																																																																																																								
motif0639	LIN28A	10	0	0	1	0	0.4987	0	0.5012	0	0.803	0	0	0.197	0	0	1	0	0.5388	0.0001	0.4611	0	0.5517	0	0.26	0.1883	0	0	1	0	0.4849	0.2137	0.3014	0	0.4978	0	0.2395	0.2626	0	0	1	0																																																																																																																								
motif0640	LIN28A	9	0	0	1	0	0.4285	0	0.5715	0	0.0003	0.0003	0.9994	0.0001	0.785	0.215	0	0	0.6888	0	0.3112	0	0.4143	0.0001	0.5856	0	0	0	1	0	0.5582	0	0.4418	0	0.556	0	0.4433	0.0007																																																																																																																												
motif0641	LIN28A	8	0.5112	0.4888	0	0	0.9999	0	0.0001	0	1	0	0	0	0	0	1	0	0.7241	0.0267	0.2492	0	0.6277	0	0	0.3723	0.0001	0	0.9999	0	0	0.0001	0.9998	0.0001																																																																																																																																
motif0642	LIN28A	8	0.0001	0.9998	0.0001	0	0.8326	0.1674	0	0	0.5074	0.2206	0.272	0	1	0	0	0	0	0	1	0	0.9999	0.0001	0	0	0.8283	0	0	0.1717	0.0001	0	0.9999	0																																																																																																																																
motif0643	LIN28A	8	0.0001	0.9998	0.0001	0	0	0	0	1	0	0	1	0	0.0001	0	0.9999	0	0.498	0	0.502	0	1	0	0	0	0.5313	0	0.4687	0	0.6681	0.0005	0.3314	0																																																																																																																																
motif0644	LIN28A	8	0.515	0	0.4849	0.0001	0.9999	0	0.0001	0.0001	0	0	0.5699	0.43	0	0	1	0	0.0001	0	0.9998	0.0001	0.6317	0.3683	0	0	1	0	0	0	0.0001	0	0.9999	0																																																																																																																																
motif0645	LIN28A	8	0.0001	0.9998	0.0001	0	0.6196	0.3804	0	0	0.6474	0.3525	0	0	0.9999	0	0.0001	0	0	0	1	0	0.9999	0.0001	0	0	0.7088	0	0.0001	0.2912	0	0	1	0																																																																																																																																
motif0646	LIN28B	8	0.0001	0	0	0.9999	0	0	1	0	0.0001	0	0.9999	0	0.6422	0	0	0.3578	0	0	1	0	0.4484	0	0.5516	0	0.592	0	0	0.408	0	0	1	0																																																																																																																																
motif0647	LIN28B	10	0	0.0008	0.9992	0	0	0.5202	0.4798	0	0.5356	0.0035	0	0.4608	0	0	1	0	0	0.3482	0.6518	0	0.0001	0.6923	0.3077	0	0	0.2925	0.222	0.4854	0	0.56	0.44	0	0.3637	0	0.2172	0.4191	0	0	1	0																																																																																																																								
motif0648	LIN28B	8	0.6717	0	0.1889	0.1394	0	0.1908	0.8092	0	0.8457	0	0.1543	0	0	0	1	0	0	0	1	0	1	0	0	0	0.8846	0	0	0.1154	0	0	1	0																																																																																																																																
motif0649	LIN28B	8	0	0	0	1	0	0	1	0	0.1153	0	0.7799	0.1049	0.1884	0.6821	0.1295	0	0.874	0	0	0.126	0	0	1	0	0.822	0	0	0.178	0	0	1	0																																																																																																																																
motif0650	LIN28B	7	0.5753	0	0	0.4247	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0.8692	0	0	0.1308	0	0	1	0																																																																																																																																				
motif0651	LIN28B	8	0	0	0.4153	0.5847	0	0	1	0	0.0004	0	0.9996	0	0.5042	0.4958	0	0	0.6124	0	0	0.3876	0	0	1	0	1	0	0	0	0.0009	0	0.9991	0																																																																																																																																
motif0652	LIN28B	8	0.0003	0.7893	0.2075	0.0029	0	1	0	0	0.468	0.5319	0	0	0.9993	0.0004	0.0002	0.0002	0	0.0002	0.9998	0	0.2419	0.3252	0.4329	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0653	LIN28B	7	0.5753	0	0	0.4247	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0.8692	0	0	0.1308	0	0	1	0																																																																																																																																				
motif0654	LIN28B	8	0	0	0.4153	0.5847	0	0	1	0	0.0004	0	0.9996	0	0.5042	0.4958	0	0	0.6124	0	0	0.3876	0	0	1	0	1	0	0	0	0.0009	0	0.9991	0																																																																																																																																
motif0655	LIN28B	8	0.0003	0.7893	0.2075	0.0029	0	1	0	0	0.468	0.5319	0	0	0.9993	0.0004	0.0002	0.0002	0	0.0002	0.9998	0	0.2419	0.3252	0.4329	0	1	0	0	0	0	0	1	0																																																																																																																																
motif0656	LIN28B	8	0	1	0	0	0	1	0	0	0.4901	0.5098	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.6254	0	0	0.3746	0.5144	0	0.4856	0																																																																																																																																
motif0657	LIN28B	8	0.4428	0	0	0.5572	0	0	1	0	0.1464	0	0.8536	0	0.9577	0	0	0.0423	0	0	1	0	1	0	0	0	0.4572	0	0.5428	0	1	0	0	0																																																																																																																																
motif0658	LIN28B	8	0	0	0	1	0	0	1	0	0	0.517	0	0.4829	0	0	0.1741	0.8259	0	0	0.6241	0.3759	0	1	0	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0659	LIN28B	10	0	0.5537	0.4463	0	0.4267	0.1684	0	0.4049	0	0	1	0	0	0.0001	0.9999	0	0	0.3448	0.6552	0	0	0.5584	0.4416	0	0.3554	0.3149	0.0039	0.3258	0	0.1517	0.4335	0.4148	0	0	1	0	0	0	1	0																																																																																																																								
motif0660	LIN28B	10	0.377	0.1811	0.4419	0.0001	0.5322	0	0.3013	0.1666	0	0	1	0	0	0.0061	0.9938	0	0.9427	0	0	0.0573	0	0	1	0	0.4538	0	0.5461	0	0.6635	0	0.3364	0.0001	0.5009	0	0.4991	0	0.4341	0	0.5659	0																																																																																																																								
motif0661	LIN28B	10	0	1	0	0	0	0.0011	0	0.9989	0	0.3472	0.2792	0.3736	0	1	0	0	0.0044	0.3842	0	0.6114	0	0.3356	0.2078	0.4566	0	0.5366	0.0081	0.4554	0	0.4505	0	0.5495	0.0001	0.507	0	0.493	0	1	0	0																																																																																																																								
motif0662	LIN28B	8	0.3319	0	0	0.6681	0.0001	0	0	0.9999	0.3246	0	0	0.6754	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1																																																																																																																																
motif0663	LIN28B	8	0	0	0	1	0.3397	0	0.1125	0.5478	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0664	LIN28B	8	0	0	1	0	0	0	1	0	0.9214	0	0	0.0786	0	0	1	0	0.483	0	0.5169	0.0001	0.6607	0	0.3393	0	0.4912	0	0.5088	0	0	0	1	0																																																																																																																																
motif0665	LIN28B	8	0	0	1	0	0	0	1	0	0.7323	0	0	0.2677	0	0	1	0	0.4691	0	0.5309	0	0.5799	0	0.1131	0.3071	0	0	1	0	0	0	1	0																																																																																																																																
motif0666	LIN28B	8	0	0	0	1	0	0	0	1	0	0	0	1	0.9999	0	0	0.0001	0	0.2447	0	0.7553	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0667	LIN28B	8	0.0006	0	0.9994	0.0001	0.0001	0	0.9999	0	0.0001	0	0.9997	0.0002	0	0.3953	0.6047	0	0.5914	0	0	0.4086	0	0	1	0	0.3625	0	0.519	0.1185	0	0	1	0																																																																																																																																
motif0668	LIN28B	8	0	0	0	1	0.3396	0	0.1125	0.5478	0	0	0	1	0.9999	0	0	0.0001	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0669	LIN28B	8	0	0	0	0.9999	0	0	1	0	0	0	0.9999	0	0.6385	0	0	0.3615	0	0	1	0	0.4156	0.5844	0	0	0.5448	0	0	0.4552	0	0	1	0																																																																																																																																
motif0670	LIN28B	8	0	0.6727	0	0.3272	0	0	0	1	0	0	0.5111	0.4889	0	1	0	0	0.6322	0	0	0.3678	0	0	1	0	0	0	0	1	0.0001	0	0.9999	0																																																																																																																																
motif0671	METTL14	10	0	0.4265	0.5735	0	0.0001	0.496	0.5039	0	0	0.5299	0.315	0.155	0	0.4007	0.5993	0	0	0.427	0.573	0.0001	0	0.581	0.419	0	0	0.3079	0.692	0.0001	0	0.569	0.431	0	0	1	0	0	0	0	1	0																																																																																																																								
motif0672	METTL14	10	0.0001	0.9999	0	0	0	0.5073	0	0.4927	0.2082	0.4001	0	0.3916	0	0.5235	0	0.4765	0.1867	0.3571	0	0.4562	0.0207	0.5349	0	0.4444	0	1	0	0	0.3063	0	0	0.6937	0.0001	0.9999	0	0	0	1	0	0																																																																																																																								
motif0673	METTL14	10	0	1	0	0	0	0	0	1	0	0	1	0	0.3649	0	0	0.6351	0	0.2969	0.5445	0.1586	0	0.9995	0.0002	0.0003	0	0.3745	0	0.6255	0	0.5471	0.2898	0.1631	0.3252	0	0.1083	0.5665	0	0.2129	0.5895	0.1976																																																																																																																								
motif0674	METTL14	8	0	0	1	0	0	0	0.8221	0.1779	0.2418	0.1509	0.6073	0	0	0.4547	0.5453	0	0	0.9999	0.0001	0	0	0	0	1	0	0	1	0	0	0	0.7667	0.2333																																																																																																																																
motif0675	METTL14	10	0.5496	0	0	0.4504	0.4243	0	0	0.5757	0.4673	0	0	0.5327	0.5575	0	0	0.4425	0.7929	0	0	0.2071	0.6738	0	0	0.3262	0	0	0	1	0.9999	0	0	0	1	0	0	0	1	0	0	0																																																																																																																								
motif0676	METTL14	10	0.9324	0	0	0.0676	0.4243	0	0.5746	0.0011	0.5647	0	0.4353	0	0.804	0	0	0.196	0.2893	0	0.7107	0	0.2301	0	0.7696	0.0003	0.6023	0	0.3977	0	0.5507	0	0.4493	0	0.9996	0.0003	0	0.0001	1	0	0	0																																																																																																																								
motif0677	METTL14	8	0.7539	0	0.246	0	0.6411	0	0.3589	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0.4158	0	0.5841	0																																																																																																																																
motif0678	METTL14	8	0	1	0	0	0	0.5736	0	0.4264	0.1146	0.8854	0	0	0	1	0	0	0.3768	0	0	0.6232	0	0.6186	0.3814	0	0	1	0	0	0	1	0	0																																																																																																																																
motif0679	METTL14	8	0	1	0	0	0	0.5603	0	0.4397	0	1	0	0	0	0.1362	0	0.8637	0	0.403	0.597	0	0	0.8019	0.1981	0	0	1	0	0	0	1	0	0																																																																																																																																
motif0680	METTL14	8	0	0	0	1	0	0.0004	0.5746	0.4249	0	0	1	0	0	0	1	0	1	0	0	0	0.4824	0	0.5176	0	0.4119	0	0.5881	0	0	1	0	0																																																																																																																																
motif0681	METTL3	8	0	1	0	0	0.0001	0.502	0	0.498	0.3116	0	0	0.6883	0	1	0	0	0.3511	0	0	0.6489	0	0.9999	0	0	0	1	0	0	1	0	0	0																																																																																																																																
motif0682	METTL3	10	0	0.6237	0	0.3763	0.1025	0.4996	0	0.3979	0	0.4604	0	0.5396	0.0034	0.6009	0	0.3958	0.0572	0.4768	0	0.466	0	0.1892	0	0.8108	0.0007	0.9993	0	0	0	1	0	0	0	0.3063	0	0.6937	0.0013	0.9987	0	0																																																																																																																								
motif0683	METTL3	8	0	0	0	1	0	0.5052	0	0.4948	0	0	0	1	0	0	0	1	0	0.8007	0	0.1993	0	1	0	0	0	1	0	0	0.5982	0	0	0.4018																																																																																																																																
motif0684	METTL3	8	0	0	0	1	0.2541	0	0	0.7459	0	0	0	1	0	0	0	1	0	0.9999	0	0.0001	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0685	METTL3	8	0	0.5183	0	0.4817	0	0.9999	0.0001	0	0.3831	0	0	0.6169	0	0.3719	0.6281	0	0.0803	0.9196	0	0	0	1	0	0	0	0	0	1	0	0	1	0																																																																																																																																
motif0694	NOP56	10	1	0	0	0	0.2152	0.3585	0	0.4263	1	0	0	0	0.3213	0.2706	0	0.408	1	0	0	0	0	0.4861	0	0.5139	1	0	0	0	0.6266	0.3705	0	0.0029	1	0	0	0	0.6365	0.3635	0	0																																																																																																																								
motif0695	NOP56	8	0.6437	0.3563	0	0	1	0	0	0	1	0	0	0	0.0001	0.9999	0	0	1	0	0	0	1	0	0	0	0.6611	0.3389	0	0	1	0	0	0																																																																																																																																
motif0696	NOP56	8	1	0	0	0	0	0.6964	0	0.3036	1	0	0	0	0	0	0	1	1	0	0	0	0	0.7175	0	0.2825	0.8774	0	0	0.1226	0	0	0	1																																																																																																																																
motif0697	NOP56	8	0	0	0	1	0	0	0	1	0	0	0	1	0.5584	0.4416	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1																																																																																																																																
motif0698	NOP56	8	0.5929	0	0	0.4071	1	0	0	0	1	0	0	0	1	0	0	0	0.0001	0	0	0.9999	1	0	0	0	1	0	0	0	1	0	0	0																																																																																																																																
motif0699	NOP56	8	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0.4416	0.5584	1	0	0	0	1	0	0	0	1	0	0	0																																																																																																																																
motif0700	NOP56	8	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0.4416	0.5584	1	0	0	0	1	0	0	0	1	0	0	0																																																																																																																																
motif0701	NOP58	8	0.2138	0	0.7862	0	1	0	0	0	0.5492	0	0.3302	0.1206	0	0	1	0	1	0	0	0	0.6671	0	0.3329	0	0	0	1	0	1	0	0	0																																																																																																																																
motif0702	NOP58	10	0	1	0	0	0.2994	0.2922	0	0.4084	0.1368	0.5068	0	0.3563	0	1	0	0	0.4254	0	0	0.5746	0.1275	0.4939	0	0.3787	0	1	0	0	0.3798	0	0	0.6202	0.1865	0.8133	0	0.0002	0	1	0	0																																																																																																																								
motif0703	NOP58	10	1	0	0	0	0.5593	0.1304	0.3103	0	0.6442	0	0.3557	0	0	0.2772	0.4447	0.2781	0.5017	0	0.2329	0.2653	0	0	1	0	1	0	0	0	1	0	0	0	0.642	0	0.358	0	1	0	0	0																																																																																																																								
motif0704	NOP58	8	0	0.605	0	0.395	0	0.5845	0	0.4155	0	0	0	1	0	0.9999	0	0	0	0.6062	0	0.3938	0	0	0	1	0	1	0	0	0	1	0	0																																																																																																																																
motif0705	NOP58	8	0.512	0.488	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0.8736	0.1264	0	0	0.7154	0.2846	0	0																																																																																																																																
motif0706	NOP58	7	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0.9003	0	0	0.0997	0	0	1	0	0	0.5103	0.4897	0																																																																																																																																				
motif0707	NOP58	8	0	1	0	0	0.6841	0	0	0.3159	0	0	0	1	0	1	0	0	1	0	0	0	0	0.4356	0	0.5644	0	1	0	0	0.7182	0.2818	0	0																																																																																																																																
