motif	RBP	length	site1(A)	site1(C)	site1(G)	site1(U)	site2(A)	site2(C)	site2(G)	site2(U)	site3(A)	site3(C)	site3(G)	site3(U)	site4(A)	site4(C)	site4(G)	site4(U)	site5(A)	site5(C)	site5(G)	site5(U)	site6(A)	site6(C)	site6(G)	site6(U)	site7(A)	site7(C)	site7(G)	site7(U)	site8(A)	site8(C)	site8(G)	site8(U)	site9(A)	site9(C)	site9(G)	site9(U)	site10(A)	site10(C)	site10(G)	site10(U)	site11(A)	site11(C)	site11(G)	site11(U)	site12(A)	site12(C)	site12(G)	site12(U)	site13(A)	site13(C)	site13(G)	site13(U)	site14(A)	site14(C)	site14(G)	site14(U)	site15(A)	site15(C)	site15(G)	site15(U)	site16(A)	site16(C)	site16(G)	site16(U)	site17(A)	site17(C)	site17(G)	site17(U)	site18(A)	site18(C)	site18(G)	site18(U)	site19(A)	site19(C)	site19(G)	site19(U)	site20(A)	site20(C)	site20(G)	site20(U)	site21(A)	site21(C)	site21(G)	site21(U)	site22(A)	site22(C)	site22(G)	site22(U)	site23(A)	site23(C)	site23(G)	site23(U)	site24(A)	site24(C)	site24(G)	site24(U)	site25(A)	site25(C)	site25(G)	site25(U)	site26(A)	site26(C)	site26(G)	site26(U)	site27(A)	site27(C)	site27(G)	site27(U)	site28(A)	site28(C)	site28(G)	site28(U)	site29(A)	site29(C)	site29(G)	site29(U)	site30(A)	site30(C)	site30(G)	site30(U)	site31(A)	site31(C)	site31(G)	site31(U)	site32(A)	site32(C)	site32(G)	site32(U)	site33(A)	site33(C)	site33(G)	site33(U)	site34(A)	site34(C)	site34(G)	site34(U)	site35(A)	site35(C)	site35(G)	site35(U)	site36(A)	site36(C)	site36(G)	site36(U)	site37(A)	site37(C)	site37(G)	site37(U)	site38(A)	site38(C)	site38(G)	site38(U)	site39(A)	site39(C)	site39(G)	site39(U)	site40(A)	site40(C)	site40(G)	site40(U)
motif0796	PTBP1PTBP2	8	0	0.0006	0.0007	0.9987	0.0005	0.4239	0.1786	0.3969	0	0.0008	0	0.9992	0	0.6275	0.3721	0.0004	0	0	0	1	0	0.0015	0.9985	0	0	0	0	1	0	0.0011	0.9975	0.0014																																																																																																																																
motif0797	PTBP1PTBP2	10	0.9967	0	0	0.0033	0.0015	0.0002	0	0.9983	0.5618	0	0	0.4382	0.5334	0.0002	0	0.4664	0.9959	0.0009	0	0.0032	0.2459	0.0003	0.0001	0.7537	0.9976	0	0	0.0024	0.3799	0.2292	0	0.3909	0.9993	0.0002	0	0.0005	0.43	0.0056	0	0.5644																																																																																																																								
motif0798	PTBP1PTBP2	8	0.9975	0	0	0.0025	0.0037	0	0	0.9963	0.9966	0	0	0.0034	0.9996	0	0	0.0004	0.999	0.0002	0	0.0007	0.0036	0	0	0.9964	0.9999	0	0	0.0001	0.0022	0.0011	0	0.9967																																																																																																																																
motif0799	PTBP1PTBP2	8	0	0.5021	0.0003	0.4975	0.0009	0	0.2024	0.7967	0	0.146	0.0005	0.8535	0.0012	0.0014	0.9974	0	0	0	0.0002	0.9998	0.0032	0.0002	0.9966	0	0	0	0.0002	0.9998	0.0004	0	0.9991	0.0005																																																																																																																																
motif0800	PTBP1PTBP2	8	0	1	0	0	0.5566	0.0002	0.0001	0.4431	0	0.0005	0.9968	0.0027	0.0013	0	0.0001	0.9986	0	0.0014	0.5442	0.4544	0.0005	0.9995	0	0	0	0.0017	0	0.9983	0	0.3845	0.6145	0.001																																																																																																																																
motif0801	PTBP1PTBP2	7	0	0.9998	0	0.0002	0.0008	0	0.0001	0.9991	0	0.999	0.0005	0.0005	0.0004	0.0008	0.9988	0	0	0.0004	0.0002	0.9994	0.1243	0.0007	0.8748	0.0002	0.0005	0.385	0.0006	0.6139																																																																																																																																				
motif0802	PTBP1PTBP2	8	0	0	0	1	0	0	0.2285	0.7715	0	0.0007	0.0003	0.9989	0	0.9977	0	0.0023	0	0.0007	0	0.9993	0	0.0006	0.0014	0.998	0	0.0013	0.0002	0.9985	0	0.3915	0	0.6085																																																																																																																																
motif0803	PTBP1PTBP2	7	0	0.9998	0	0.0002	0.0006	0	0.0002	0.9992	0	0.9988	0.0005	0.0007	0.0001	0.0007	0.9991	0	0	0.0002	0.0003	0.9995	0.2535	0.0002	0.7459	0.0004	0.0006	0.0008	0.0007	0.9979																																																																																																																																				
motif0804	PTBP1PTBP2	8	0	0.0002	0.5759	0.4239	0.0007	0.5727	0.4256	0.0009	0.0002	0.0001	0.311	0.6887	0.0004	0.0009	0.996	0.0028	0	0	0.0002	0.9998	0	0	0.9988	0.0012	0.0002	0.0004	0.0009	0.9985	0	0	0.9997	0.0002																																																																																																																																
motif0805	PUM2	8	0	0	0	0.9999	0	0	0.9999	0	0	0	0	0.9999	0.9999	0	0	0	0.2783	0.2053	0.1259	0.3905	0.9999	0	0	0	0	0	0	0.9999	0.9999	0	0	0																																																																																																																																
motif0806	PUM2	8	0	0	0	0.9999	0	0	0.9999	0	0	0	0	0.9999	0.9999	0	0	0	0.279	0.2059	0.1239	0.3912	0.9999	0	0	0	0	0	0	0.9999	0.9999	0	0	0																																																																																																																																
motif0807	PUM2	8	0	0	0	0.9999	0	0	0.9999	0	0	0	0	0.9999	0.9999	0	0	0	0.279	0.2059	0.1239	0.3912	0.9999	0	0	0	0	0	0	0.9999	0.9999	0	0	0																																																																																																																																
motif0808	PUM2	8	0.0001	0.0001	0.0043	0.9955	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.6019	0.3979	0.5782	0.0001	0.4216	0.0001	0.0001	0.9997	0.0001	0.0001	0.9989	0.0001	0.0009	0.0001	0.0001	0.0001	0.434	0.5658	0.0001	0.9997	0.0001	0.0001																																																																																																																																
motif0809	PUM2	8	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001																																																																																																																																
motif0810	PUM2	8	0.0001	0.0001	0.0001	0.9998	0.0001	0.0001	0.9998	0.0001	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.0001	0.9998	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.9998	0.9998	0.0001	0.0001	0.0001																																																																																																																																
motif0811	PUM2	8	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0.279	0.2059	0.1239	0.3912	1	0	0	0	0	0	0	1	1	0	0	0																																																																																																																																
motif0812	PUM2	8	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0.2783	0.2053	0.1259	0.3905	1	0	0	0	0	0	0	1	1	0	0	0																																																																																																																																
motif0813	PUM2	8	0	0	0	1	0.0016	0	0.9984	0	0	0	0	1	1	0	0	0	0.6618	0.1485	0	0.1897	0.9965	0.0008	0	0.0027	0.8169	0.0002	0.1829	0	0.0026	0	0	0.9974																																																																																																																																
motif0814	PUM2	8	0	0	0	1	0.0014	0	0.9986	0	0	0	0	1	1	0	0	0	0.3215	0.2337	0	0.4448	1	0	0	0	0	0	0	1	0.9983	0	0	0.0017																																																																																																																																
motif0815	PUM2	10	0	0.0121	0.9875	0.0004	0.0001	0.887	0.1124	0.0005	0.0006	0.8259	0.1192	0.0543	0	0.6203	0.3788	0.0008	0.059	0.5342	0.1056	0.3012	0	0.2484	0.6187	0.1329	0.0002	0.0809	0.8564	0.0625	0	0.8821	0.1179	0.0001	0.0154	0.5453	0.0005	0.4387	0	0.4677	0.5323	0																																																																																																																								
motif0816	PUM2	8	0	0	0	1	0.1593	0.0017	0.0008	0.8383	0	0	0	1	0.0007	0	0.9982	0.0011	0	0	0	1	0.9997	0	0.0003	0	0.3968	0.3724	0	0.2308	1	0	0	0																																																																																																																																
motif0817	PUM2	10	0	0.0005	0.9989	0.0005	0.5021	0.0002	0.494	0.0037	0.2466	0	0.6638	0.0896	0	0.0002	0.9998	0	0.8043	0.0235	0.008	0.1642	0.164	0	0.6096	0.2263	0.0006	0.0027	0.996	0.0007	0.4902	0.104	0.3257	0.0801	0.4177	0.0004	0.4492	0.1327	0.0001	0.0009	0.999	0																																																																																																																								
motif0818	PUM2	8	0.0011	0.0003	0.8507	0.1479	0	0.0002	0.9998	0	0.6901	0	0.3096	0.0002	0.3344	0.0004	0.1481	0.5171	0.0002	0	0.9989	0.0009	0.1347	0.0016	0.8636	0.0001	0.0005	0	0.0015	0.998	0	0	1	0																																																																																																																																
motif0819	PUM2	8	0	0.5978	0.4022	0	0.0031	0	0.0012	0.9957	0	0.3292	0.6707	0.0001	0.0008	0	0.0018	0.9974	0	0.0554	0.9446	0	0.0026	0	0.0001	0.9973	0	0.0001	0.9999	0	0.4446	0.0012	0.5514	0.0028																																																																																																																																
motif0820	PUM2	8	0	0.5978	0.4022	0	0.0031	0	0.0012	0.9957	0	0.3292	0.6707	0.0001	0.0008	0	0.0018	0.9974	0	0.0554	0.9446	0	0.0026	0	0.0001	0.9973	0	0.0001	0.9999	0	0.4446	0.0012	0.5514	0.0028																																																																																																																																
motif0821	PUM2	8	0.0014	0.0005	0.0006	0.9974	0.0003	0.0014	0.9967	0.0015	0.3246	0.6735	0.0009	0.0011	0.2428	0	0	0.7572	0	0	1	0	0.4071	0.5927	0.0002	0	0.0017	0.0002	0	0.9981	0	0	1	0																																																																																																																																
motif0822	PUM2	8	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0.3213	0.2333	0	0.4454	1	0	0	0	0	0	0	1	0.9985	0	0	0.0015																																																																																																																																
motif0823	PUM2	10	0.9996	0	0	0.0004	0.0025	0	0	0.9975	1	0	0	0	0.3288	0.2776	0	0.3935	0.8596	0.0029	0.1375	0	0	0	0	1	0.5677	0.0022	0.4301	0	0	0.3693	0	0.6307	0.6584	0.0003	0.1021	0.2392	0	0.146	0	0.854																																																																																																																								
motif0824	PUM2	10	0	0.5266	0	0.4734	0.0004	0.4661	0.0002	0.5333	0.0002	0.0005	0.0005	0.9988	0	0.4804	0.0018	0.5178	0.0001	0.9988	0.0004	0.0008	0.0002	0.4748	0	0.525	0	0.609	0.0003	0.3907	0	0.0012	0.0001	0.9987	0	0.5167	0.0007	0.4826	0	0.6411	0.0007	0.3582																																																																																																																								
motif0825	PUM2	8	0	0.9955	0.0014	0.0031	0	0	0	1	0	0	1	0	0	0	0	1	0.9979	0	0.0021	0	0.4744	0.5214	0.0016	0.0026	0.9981	0.001	0.0005	0.0004	0.1723	0.0005	0.3794	0.4478																																																																																																																																
motif0826	PUM2	10	0	0.0037	0.9945	0.0017	0.0094	0.0191	0.878	0.0935	0.0476	0.1006	0.8422	0.0095	0.1245	0.4682	0.3667	0.0407	0.4197	0.0904	0.1386	0.3513	0.0017	0.3426	0.6556	0	0.5616	0.0319	0.1238	0.2827	0.0093	0.0098	0.9763	0.0046	0.006	0.005	0.8945	0.0944	0.0009	0.234	0.7651	0																																																																																																																								
motif0827	PUM2	8	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0.9969	0	0	0.0031	0.5148	0	0	0.4852	0.7057	0	0	0.2943	0	0	0	1																																																																																																																																
motif0828	PUM2	8	0	0	0	1	0	0	0	1	0	0	0	1	0.9956	0	0	0.0044	0.002	0	0	0.998	1	0	0	0	0.5453	0	0	0.4547	1	0	0	0																																																																																																																																
motif0829	PUM2	8	0	0.0032	0.3634	0.6334	0	0	0	1	0.0001	0	0.999	0.0008	0	0	0	1	0.9953	0.0005	0.0042	0	0	0	0	1	0.4169	0	0.0017	0.5815	0	0	0	1																																																																																																																																
motif0830	PUM2	8	0	0	0	1	0.3332	0	0	0.6668	0	0	0	1	0.9951	0	0	0.0049	0	0	0	1	0	0	0	1	0	0.0016	0	0.9984	0	0.0013	0	0.9987																																																																																																																																
motif0831	PUM2	8	0.9993	0	0	0.0007	0	0	0	1	0.0164	0	0.9836	0	0	0	0	1	0.9973	0	0.0011	0.0016	0	0	0	1	0.999	0.0002	0.0008	0	0	0.3014	0	0.6986																																																																																																																																
motif0832	PUM2	8	0.0023	0.396	0.0002	0.6015	0	0	0	1	0.0024	0	0.9976	0	0	0	0	1	1	0	0	0	0	0	0	1	0.3602	0	0	0.6398	0	0	0	1																																																																																																																																
motif0833	PUM2	8	0	0	0	1	0	0	0	1	0	0	0	1	0.0049	0	0.0034	0.9917	0.9975	0	0.0025	0	1	0	0	0	0.9979	0	0.0021	0	0.7279	0.0013	0.2709	0																																																																																																																																
motif0834	PUM2	8	0	0.0037	0.3633	0.633	0	0	0	1	0.0001	0	0.9989	0.001	0	0	0	1	0.9952	0.0008	0.0041	0	0	0	0	1	0.4174	0	0.0016	0.581	0	0	0	1																																																																																																																																
motif0835	PUM2	8	0	0	0	1	0.3243	0	0	0.6757	0	0	0	1	0.9955	0	0	0.0045	0	0	0	1	0.0003	0.0013	0	0.9984	0	0.0001	0	0.9999	0	0.0004	0	0.9996																																																																																																																																
motif0836	PUM2	8	1	0	0	0	0	0	0	1	0.0157	0	0.9843	0	0	0	0	1	0.9972	0	0.0011	0.0017	0	0	0	1	0.9987	0.0003	0.0008	0.0002	0	0.3017	0	0.6983																																																																																																																																
motif0837	PUM2	8	0	0.0037	0.3633	0.633	0	0	0	1	0.0001	0	0.9989	0.001	0	0	0	1	0.9952	0.0008	0.0041	0	0	0	0	1	0.4174	0	0.0016	0.581	0	0	0	1																																																																																																																																
motif0838	PUM2	8	0	0	0	1	0.3243	0	0	0.6757	0	0	0	1	0.9955	0	0	0.0045	0	0	0	1	0.0003	0.0013	0	0.9984	0	0.0001	0	0.9999	0	0.0004	0	0.9996																																																																																																																																
motif0839	PUM2	8	1	0	0	0	0	0	0	1	0.0157	0	0.9843	0	0	0	0	1	0.9972	0	0.0011	0.0017	0	0	0	1	0.9987	0.0003	0.0008	0.0002	0	0.3017	0	0.6983																																																																																																																																
motif0840	QKI	7	0.9986	0.0005	0.0005	0.0005	0.0001	0.9997	0.0001	0.0001	0.0001	0.0001	0.0001	0.9997	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.0001	0.9986	0.0001	0.0012	0.9954	0.0024	0.0014	0.0009																																																																																																																																				
motif0841	QKI	7	0.9986	0.0005	0.0005	0.0005	0.0001	0.9997	0.0001	0.0001	0.0001	0.0001	0.0001	0.9997	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.0001	0.9986	0.0001	0.0012	0.9954	0.0024	0.0014	0.0009																																																																																																																																				
motif0842	QKI	7	0.0005	0.0003	0.0008	0.9984	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0.999	0	0.001																																																																																																																																				
motif0843	QKI	7	0.0005	0.0003	0.0008	0.9984	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0.999	0	0.001																																																																																																																																				
motif0844	QKI	7	0.9986	0.0005	0.0005	0.0005	0.0001	0.9997	0.0001	0.0001	0.0001	0.0001	0.0001	0.9997	0.9997	0.0001	0.0001	0.0001	0.9997	0.0001	0.0001	0.0001	0.0001	0.9986	0.0001	0.0012	0.9954	0.0024	0.0014	0.0009																																																																																																																																				
motif0845	QKI	8	0.2963	0.2086	0	0.4951	0.9993	0	0	0.0007	0.0001	0.9969	0	0.003	0	0	0	1	1	0	0	0	1	0	0	0	0	0.7125	0	0.2875	0.9953	0.0025	0	0.0022																																																																																																																																
motif0846	QKI	10	0	0.4842	0.5158	0	0.0005	0.8882	0.1113	0	0.0056	0.6549	0.3248	0.0147	0	0.3777	0.6223	0	0.0045	0.0023	0.9686	0.0246	0	0.5076	0.4924	0	0.0071	0.6905	0.2954	0.0071	0.0005	0.5083	0.4912	0	0.0015	0.5321	0.4635	0.003	0	0.4712	0.5288	0																																																																																																																								
motif0847	QKI	10	0	0.6167	0	0.3833	0	0.5497	0	0.4503	0.026	0.5508	0	0.4232	0.0559	0.6247	0	0.3194	0.0462	0.6218	0	0.332	0	0.6806	0	0.3194	0.0986	0.001	0	0.9004	0.0058	0.9872	0	0.0071	0.0049	0.8082	0	0.1869	0	0.9998	0	0.0002																																																																																																																								
motif0848	QKI	8	0.0002	0.0013	0.9983	0.0002	0.0007	0.0004	0.9982	0.0008	0	0.3895	0.6105	0	0.512	0	0	0.488	0	0.0009	0.9991	0	0.0013	0.0951	0.903	0.0007	0.0011	0	0.7292	0.2697	0	0.0002	0.9998	0																																																																																																																																
motif0849	QKI	9	0	0.7909	0.206	0.003	0.1032	0.4784	0	0.4183	0	1	0	0	0.3551	0.0002	0.0006	0.6442	0	0.1569	0.8431	0	0.0037	0.4416	0.2829	0.2718	0	0.9985	0.0006	0.0009	0.0001	0.3053	0	0.6946	0	0.9915	0.0074	0.001																																																																																																																												
motif0850	QKI	10	0.5379	0.4612	0	0.0009	0.6187	0.3809	0	0.0004	0.0075	0.5217	0	0.4708	0.2699	0.4047	0	0.3254	0.0005	0.4883	0	0.5112	0	0	0	1	0.4509	0	0	0.5491	1	0	0	0	0.0174	0.9826	0	0	0	0.9993	0	0.0007																																																																																																																								
motif0851	QKI	8	0.2963	0.2086	0	0.4951	0.9993	0	0	0.0007	0.0001	0.9969	0	0.003	0	0	0	1	1	0	0	0	1	0	0	0	0	0.7125	0	0.2875	0.9953	0.0025	0	0.0022																																																																																																																																
motif0852	QKI	8	0	0.0005	0.9995	0	0.0019	0.0009	0.9945	0.0028	0	0.3944	0.6056	0	0.5284	0.0004	0.0006	0.4706	0	0.0011	0.9989	0	0.3526	0	0.5381	0.1093	0	0.0001	0.9999	0	0.002	0.0001	0.9976	0.0004																																																																																																																																
motif0853	QKI	8	0	0.0001	0.9999	0	0.0994	0.0002	0.9004	0	0	0.1619	0.8381	0	0.5013	0.0737	0.0018	0.4231	0.0041	0.0027	0.9932	0	0.0017	0.016	0.9824	0	0.209	0	0.6764	0.1146	0.0004	0.001	0.9985	0																																																																																																																																
motif0854	QKI	8	0	0.9983	0.0017	0	0.4251	0	0.0004	0.5745	0	0.9999	0.0001	0	0.0032	0	0	0.9968	0	0	1	0	0.4708	0.0011	0.5262	0.002	0.0011	0.9966	0.0023	0	0.5033	0.4946	0.0001	0.002																																																																																																																																
motif0855	QKI	8	0.2865	0.0014	0	0.7121	0.0001	0	0	0.9999	0.9988	0	0	0.0013	0	0.9973	0	0.0027	0	0	0	1	1	0	0	0	0.9993	0.0007	0	0	0.4178	0	0	0.5822																																																																																																																																
motif0856	QKI	10	0.0579	0	0.2724	0.6698	0.2141	0	0.7857	0.0003	0	0	0.0001	0.9998	0.0002	0	0.0002	0.9995	0.9999	0	0	0.0001	0.3125	0	0.6871	0.0003	0.0047	0	0.0452	0.9501	0.3373	0.0057	0.3126	0.3443	0.2668	0	0.1704	0.5628	0.1048	0	0.1968	0.6984																																																																																																																								
motif0857	QKI	10	0	0.9997	0	0.0003	0.0449	0.4438	0	0.5114	0.0004	0.4367	0.0407	0.5222	0.0498	0.9487	0.0003	0.0012	0.1228	0.4089	0.0001	0.4682	0.0003	0.0699	0.1024	0.8275	0.0008	0.851	0.0004	0.1479	0.0693	0.7253	0.0006	0.2048	0.0002	0.4436	0	0.5562	0	0.9993	0	0.0007																																																																																																																								
motif0858	QKI	10	0	0.2285	0.7714	0	0.4113	0.585	0.0036	0.0001	0.0006	0.002	0.3429	0.6545	0.0006	0.001	0.9984	0	0.2128	0.5309	0.2559	0.0004	0.0009	0.0011	0.3402	0.6578	0	0.0015	0.9985	0	0.3056	0.532	0.1618	0.0006	0.0008	0.0008	0.3889	0.6095	0	0.0012	0.9987	0.0002																																																																																																																								
motif0859	QKI	8	0.2744	0.5014	0	0.2241	0.0036	0.8231	0	0.1733	0.0027	0.0027	0	0.9946	0	0	0	1	1	0	0	0	1	0	0	0	0	0.9995	0	0.0005	0	0.8088	0	0.1912																																																																																																																																
motif0860	QKI	10	0	0.494	0	0.506	0	0	0	1	0	0.0014	0.0005	0.9981	0	0.001	0	0.999	0.2958	0.5473	0.0015	0.1553	0.2871	0.387	0	0.3259	0	0.0004	0.0001	0.9995	0	0.0008	0	0.9992	0	0.4622	0	0.5378	0	0.4203	0	0.5797																																																																																																																								
motif0861	QKI	10	0.9175	0.0825	0	0	0.7228	0.0004	0	0.2768	1	0	0	0	0.9998	0.0002	0	0	0.0007	0.4493	0	0.5501	0.9996	0	0	0.0004	0.9991	0	0	0.0009	0.438	0.1925	0	0.3695	0.5926	0.0001	0	0.4073	0.5374	0.4621	0	0.0005																																																																																																																								
motif0862	QKI	8	0	0.9988	0.0001	0.0011	0.0019	0	0	0.9981	0	0	0.0012	0.9988	0.9998	0	0	0.0002	0.9976	0.001	0.0009	0.0005	0	0.998	0	0.002	0.3305	0.2376	0.0002	0.4318	0	0.3198	0	0.6802																																																																																																																																
motif0863	QKI	8	0.9996	0	0	0.0004	1	0	0	0	0.8634	0.1366	0	0	0.0019	0	0	0.9981	0.6555	0	0.3438	0.0007	0.9979	0.0002	0.0009	0.001	0.9992	0.0004	0	0.0004	1	0	0	0																																																																																																																																
motif0864	QKI	8	0.7597	0.2403	0	0	0.001	0.9972	0	0.0018	0	0.0004	0	0.9996	0.9993	0.0007	0	0	1	0	0	0	0	0.9989	0	0.0011	0.1643	0.6687	0	0.167	0.1635	0.6856	0	0.1509																																																																																																																																
motif0865	RBM10	10	0	0.5564	0	0.4436	0.0002	0.9997	0.0001	0	0.1332	0.626	0	0.2408	0	0.9992	0	0.0008	0.4298	0.0003	0.0002	0.5696	0	0.1953	0.4434	0.3613	0	0.9991	0	0.0008	0.1907	0.4223	0.0001	0.3869	0.006	0.993	0.0008	0.0002	0.0374	0.5047	0	0.458																																																																																																																								
motif0866	RBM10	9	0.387	0.0008	0.0017	0.6105	0	0	1	0	0.0832	0.1405	0.1146	0.6617	0.1893	0.6745	0.1362	0	0.0294	0	0	0.9706	0	0.016	0	0.984	0	0	0	1	0	0	0	1	0.5438	0.3781	0.0781	0																																																																																																																												
motif0867	RBM10	9	0	0.0001	0.4261	0.5738	0.7022	0.0001	0.2977	0	0.9849	0	0.015	0	0.9893	0	0.0107	0	0.983	0	0.017	0	0	0	0.623	0.377	0.8045	0	0.1954	0	0	1	0	0	0.5536	0.0104	0.0014	0.4346																																																																																																																												
motif0868	RBM10	10	0	0.7671	0.0642	0.1688	0	0.4143	0	0.5857	0.0001	0.9711	0.0288	0	0.2005	0.2106	0.0229	0.566	0.0135	0.2608	0.351	0.3747	0	0.7658	0	0.2342	0	0.9999	0.0001	0	0.1069	0.0014	0.0003	0.8914	0	0.9937	0.0062	0.0001	0.0395	0.6912	0.0002	0.2691																																																																																																																								
motif0869	RBM10	10	0	0.0001	0.9999	0	0.6305	0.0007	0.3454	0.0234	0	0.0002	0.9998	0	0.2556	0	0.7444	0.0001	0.4071	0.3593	0.1219	0.1118	0.4316	0.0054	0.3024	0.2606	0	0.0001	0.9998	0	0.5622	0.0004	0.3769	0.0604	0.0008	0.0002	0.999	0	0	0.1672	0.7056	0.1272																																																																																																																								
motif0870	RBM10	8	0.0001	0.9995	0.0004	0	0.0019	0.998	0	0	0.4737	0.1182	0.0002	0.408	0.0002	0.0003	0.9993	0.0002	0	0.4848	0.5152	0	0.0007	0.9993	0	0	0.0002	0.199	0	0.8009	0.022	0.0006	0.977	0.0004																																																																																																																																
motif0871	RBM10	8	0	0.001	0.7422	0.2569	0.3245	0.0002	0.0004	0.6749	0.0002	0	0.9998	0	0.0001	0.9981	0.0018	0	0.1665	0.0004	0.0001	0.8331	0	0	1	0	0.0004	0	0.5794	0.4202	0.0007	0	0.9993	0																																																																																																																																
motif0872	RBM10	8	0	0.0009	0	0.9991	0.0001	0.0009	0	0.999	0	0.1797	0	0.8203	0.0007	0.9978	0	0.0016	0	0.0008	0	0.9992	0	0.3359	0	0.6641	0	0.3437	0	0.6563	0	0.9997	0	0.0003																																																																																																																																
motif0873	RBM10	8	0.145	0.0002	0.8543	0.0005	0	0.0001	0.9999	0	0.0115	0.374	0.6145	0	0.4565	0.0007	0	0.5428	0	0	1	0	0	0.0002	0.9996	0.0002	0.4916	0.0007	0.507	0.0007	0	0	0.9981	0.0019																																																																																																																																
motif0874	RBM10	8	0.9969	0.0014	0.0007	0.001	0	0.511	0.0013	0.4877	0	0.9998	0.0002	0	0.2931	0.416	0	0.2909	0	1	0	0	0.913	0.0002	0.0851	0.0018	0	0.0011	0.9972	0.0017	0	0.9979	0.0014	0.0007																																																																																																																																
motif0875	RBM10	8	0	0.9964	0	0.0036	0.0014	0.9964	0.0001	0.002	0.1186	0.4722	0	0.4091	0	1	0	0	0.5736	0.0001	0	0.4263	0	0	0.999	0.001	0	1	0	0	0.437	0.5555	0.0002	0.0073																																																																																																																																
motif0876	RBM10	8	0.9986	0.0001	0.0007	0.0006	0	0.0005	0.9987	0.0008	0.4911	0	0.5089	0	0.3966	0.6021	0.0007	0.0007	0.9991	0	0.0001	0.0009	0	0.0001	0.9998	0.0001	0.9986	0.0003	0	0.0012	0.3039	0.0004	0.6951	0.0007																																																																																																																																
motif0877	RBM10	8	0	0.9999	0	0.0001	0.2308	0.7686	0	0.0005	0	0.9999	0.0001	0	0.9996	0	0.0004	0	0	0.4679	0.5305	0.0016	0.0031	0.996	0.0009	0	0.002	0.6464	0	0.3516	0.1797	0.8184	0.0006	0.0013																																																																																																																																
motif0878	RBM47	10	0	0	0	1	0	0	0	1	0.2847	0	0	0.7153	0.722	0	0	0.278	0.4131	0	0	0.5869	0.001	0	0.0035	0.9955	0	0	0	1	0.6649	0	0	0.3351	0.5162	0	0.0477	0.4361	0.274	0	0	0.726																																																																																																																								
motif0879	RBM47	15	0.8807	0.0115	0.086	0.0218	0.7055	0.0398	0.237	0.0177	0.7996	0.0209	0.1575	0.022	0.5648	0.0576	0.3086	0.069	0.6405	0.0501	0.2628	0.0466	0.5916	0.0639	0.2984	0.046	0.7762	0.0382	0.1587	0.0269	0.7247	0.06	0.1835	0.0318	0.7826	0.0218	0.1644	0.0311	0.5808	0.0815	0.2674	0.0704	0.6586	0.0495	0.2297	0.0622	0.5068	0.1086	0.3166	0.068	0.8301	0.0258	0.1183	0.0258	0.7937	0.0561	0.1209	0.0292	0.9181	0.0111	0.0496	0.0212																																																																																																				
motif0880	RBM47	9	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.0076	0.3375	0.3459	0.3089	0.8447	0	0	0.1553	1	0	0	0	0.7084	0.1443	0.1473	0	0.8169	0.1831	0	0																																																																																																																												
motif0881	RBPMS	10	0	0.9997	0	0.0003	0.3341	0.2881	0.0002	0.3776	0	0.9977	0	0.0023	0.1654	0.5326	0	0.302	0.2128	0.2986	0	0.4886	0.0201	0.6091	0.0002	0.3707	0	0.9999	0	0.0001	0.3936	0.0028	0.0001	0.6035	0	0.9995	0	0.0004	0.0771	0.8357	0.0002	0.087																																																																																																																								
motif0882	RBPMS	10	0.287	0.1959	0	0.5171	0	0	0	0.9999	0.3117	0	0	0.6883	0	0.3203	0	0.6797	0.4192	0	0	0.5808	0.0042	0.7499	0	0.246	0.5941	0	0	0.4058	0.0002	0.0002	0	0.9997	0.0002	0	0	0.9998	0.0002	0.0023	0	0.9975																																																																																																																								
motif0883	RBPMS	8	0	1	0	0	0.8161	0.0008	0	0.1831	0	0.9992	0	0.0008	0.0967	0.114	0	0.7893	0.0002	0.099	0.0006	0.9001	0	0.9998	0	0.0002	0.6241	0.2021	0	0.1737	0	1	0	0																																																																																																																																
