motif	RBP	length	site1(A)	site1(C)	site1(G)	site1(U)	site2(A)	site2(C)	site2(G)	site2(U)	site3(A)	site3(C)	site3(G)	site3(U)	site4(A)	site4(C)	site4(G)	site4(U)	site5(A)	site5(C)	site5(G)	site5(U)	site6(A)	site6(C)	site6(G)	site6(U)	site7(A)	site7(C)	site7(G)	site7(U)	site8(A)	site8(C)	site8(G)	site8(U)	site9(A)	site9(C)	site9(G)	site9(U)	site10(A)	site10(C)	site10(G)	site10(U)	site11(A)	site11(C)	site11(G)	site11(U)	site12(A)	site12(C)	site12(G)	site12(U)	site13(A)	site13(C)	site13(G)	site13(U)	site14(A)	site14(C)	site14(G)	site14(U)	site15(A)	site15(C)	site15(G)	site15(U)	site16(A)	site16(C)	site16(G)	site16(U)	site17(A)	site17(C)	site17(G)	site17(U)	site18(A)	site18(C)	site18(G)	site18(U)	site19(A)	site19(C)	site19(G)	site19(U)	site20(A)	site20(C)	site20(G)	site20(U)	site21(A)	site21(C)	site21(G)	site21(U)	site22(A)	site22(C)	site22(G)	site22(U)	site23(A)	site23(C)	site23(G)	site23(U)	site24(A)	site24(C)	site24(G)	site24(U)	site25(A)	site25(C)	site25(G)	site25(U)	site26(A)	site26(C)	site26(G)	site26(U)	site27(A)	site27(C)	site27(G)	site27(U)	site28(A)	site28(C)	site28(G)	site28(U)	site29(A)	site29(C)	site29(G)	site29(U)	site30(A)	site30(C)	site30(G)	site30(U)	site31(A)	site31(C)	site31(G)	site31(U)	site32(A)	site32(C)	site32(G)	site32(U)	site33(A)	site33(C)	site33(G)	site33(U)	site34(A)	site34(C)	site34(G)	site34(U)	site35(A)	site35(C)	site35(G)	site35(U)	site36(A)	site36(C)	site36(G)	site36(U)	site37(A)	site37(C)	site37(G)	site37(U)	site38(A)	site38(C)	site38(G)	site38(U)	site39(A)	site39(C)	site39(G)	site39(U)	site40(A)	site40(C)	site40(G)	site40(U)
motif0225	FMR1	7	0.0002	0.0002	0.9992	0.0004	0	0	0.9999	0	0.9999	0	0	0	0	0.9999	0	0	0.9995	0	0.0004	0	0.459	0.0001	0.5408	0.0001	0.0003	0.0001	0.9996	0.0001																																																																																																																																				
motif0226	FMR1	9	0.02	0.7044	0.1889	0.0867	0.0263	0.8747	0.0042	0.0947	0.0532	0.6078	0.018	0.3211	0.0082	0.9239	0.0247	0.0431	0.7304	0.0361	0.0415	0.192	0.0127	0.0856	0.8378	0.0639	0.0092	0.9524	0.0178	0.0207	0.0302	0.9297	0.0081	0.032	0.0274	0.9194	0.0123	0.0409																																																																																																																												
motif0227	FMR1	7	0.0002	0.0002	0.9992	0.0004	0	0	0.9999	0	0.9999	0	0	0	0	0.9999	0	0	0.9995	0	0.0004	0	0.459	0.0001	0.5408	0.0001	0.0003	0.0001	0.9996	0.0001																																																																																																																																				
motif0228	FMR1	10	0	0.0006	0.9994	0	0	0.2158	0.784	0.0001	0.0166	0.467	0.3156	0.2008	0.0001	0.3186	0.5118	0.1695	0	0.6897	0.3102	0.0001	0.0599	0.3918	0	0.5483	0	0.0003	0.9997	0	0	0.0003	0.9995	0.0002	0.1449	0.2118	0.617	0.0263	0	0.3617	0.6383	0																																																																																																																								
motif0229	FMR1	8	0.0002	0.9997	0	0.0001	0.5383	0	0	0.4617	0	0	0.9998	0.0002	0	0	0.9987	0.0013	0.3544	0	0.6456	0	0	1	0	0	0.4773	0.0002	0	0.5225	0.0001	0.0001	0.7894	0.2103																																																																																																																																
motif0230	FMR1	8	0.0006	0	0.9994	0	0.4776	0.522	0	0.0004	1	0	0	0	0	0	0.9993	0.0007	0.5801	0.4199	0	0	0.0005	0	0	0.9995	0	0	0.6994	0.3006	0	0.0005	0	0.9995																																																																																																																																
motif0231	FMR1	8	0.474	0	0.526	0	0.9996	0	0.0004	0	0.8469	0	0.1531	0	0.0003	0	0.9997	0	0.9998	0	0.0002	0	0.8479	0.0001	0.1521	0	0.9996	0	0.0004	0	1	0	0	0																																																																																																																																
motif0232	FMR1	8	0	0.9991	0.0003	0.0007	0	0	0	1	0	0	0.9991	0.0009	0.5725	0.0002	0.0002	0.4271	0	0.0001	0	0.9999	0.0007	0	0	0.9993	0	0.6392	0	0.3608	0	0	0	1																																																																																																																																
motif0233	FMR1	8	0.0002	0.9997	0	0.0001	0.5937	0.4061	0.0002	0	0.0001	0	0.482	0.5179	0	0	0.9996	0.0004	0.0011	0	0.6665	0.3324	0	1	0	0	0.0002	0.0001	0	0.9998	0	0.0005	0.9995	0.0001																																																																																																																																
motif0234	FMR1	8	0.4644	0	0	0.5356	0	0	1	0	0.0006	0	0.9994	0	0.9971	0	0	0.0029	0	0	1	0	0.4193	0	0.5807	0	0.6683	0	0	0.3317	0	0	1	0																																																																																																																																
motif0235	FMR1	8	0.0001	0	0	0.9999	0.0002	0	0.0002	0.9995	0.0002	0.0001	0	0.9997	0.4259	0.5736	0.0002	0.0004	0.0003	0.0003	0	0.9994	0.0003	0	0.0001	0.9996	0.0004	0.0001	0	0.9995	0.0003	0.0001	0	0.9996																																																																																																																																
motif0236	FMR1	8	0.4644	0	0	0.5356	0	0	1	0	0.0006	0	0.9994	0	0.9971	0	0	0.0029	0	0	1	0	0.4193	0	0.5807	0	0.6683	0	0	0.3317	0	0	1	0																																																																																																																																
motif0237	FMR1	8	0.4644	0	0	0.5356	0	0	1	0	0.0006	0	0.9994	0	0.9971	0	0	0.0029	0	0	1	0	0.4193	0	0.5807	0	0.6683	0	0	0.3317	0	0	1	0																																																																																																																																
motif0238	FMR1	8	0.5168	0.4829	0.0001	0.0001	0.9998	0	0	0.0002	0.0005	0	0.9994	0.0001	0.0002	0	0.9998	0	0.0005	0	0	0.9995	1	0	0	0	0.7323	0.0001	0.2672	0.0004	0.4017	0	0.5981	0.0002																																																																																																																																
motif0239	FMR1	8	0.4644	0	0	0.5356	0	0	1	0	0.0006	0	0.9994	0	0.9971	0	0	0.0029	0	0	1	0	0.4193	0	0.5807	0	0.6683	0	0	0.3317	0	0	1	0																																																																																																																																
motif0240	FMR1	7	0.9993	0	0.0003	0.0004	0	0	0.9998	0.0002	0	0	1	0	0	0	0	1	0.1593	0	0.8407	0	0.4211	0	0.5789	0.0001	0.0002	0.0002	0.9996	0																																																																																																																																				
motif0241	FMR1	8	0.4644	0	0	0.5356	0	0	1	0	0.0006	0	0.9994	0	0.9971	0	0	0.0029	0	0	1	0	0.4193	0	0.5807	0	0.6683	0	0	0.3317	0	0	1	0																																																																																																																																
motif0242	FMR1	7	0	0	1	0	0.0006	0	0.9994	0	0	0	0.0001	0.9999	0.0005	0	0.9995	0	0.9998	0	0	0.0002	0	0	0.9999	0.0001	0.1606	0.0001	0.5613	0.2781																																																																																																																																				
motif0243	FMR1	8	0	0.7862	0.0001	0.2137	1	0	0	0	0.0002	0.9993	0.0001	0.0004	0.8196	0.1803	0	0	0	0.7151	0.2846	0.0003	0.9993	0	0.0004	0.0002	0	0.8484	0.0001	0.1515	0.8325	0.1674	0	0.0001																																																																																																																																
motif0244	FMR1	10	0.8522	0	0	0.1478	0.352	0	0.5764	0.0716	0.4032	0	0.5966	0.0002	0.9998	0	0	0.0002	0.4568	0.0001	0.5244	0.0187	0.2119	0.0005	0.7865	0.0011	0.9848	0.0001	0	0.0151	0.4353	0.0001	0.5639	0.0007	0.671	0	0.3271	0.0019	0.9994	0	0	0.0005																																																																																																																								
motif0245	FMR1	8	0.0018	0	0	0.9982	0.0001	0.0003	0.0001	0.9995	0.0008	0.0016	0	0.9975	0.0012	0.0004	0.0015	0.9969	0.3879	0.6095	0.0001	0.0025	0	0.0001	0	0.9999	0.0011	0.001	0.0002	0.9977	0	0.0003	0	0.9997																																																																																																																																
motif0246	FMR1	10	0	0.2856	0.7142	0.0002	0	1	0	0	0	0.5412	0.4586	0.0002	0.0004	0.1382	0.8614	0	0.0031	0.6499	0.3467	0.0003	0	0.4254	0.5746	0	0.0008	0.4689	0.527	0.0033	0.0002	0.7482	0.2516	0	0.0001	0.3761	0.5446	0.0791	0	0.4509	0.549	0.0001																																																																																																																								
motif0247	FMR1	10	0	0.3447	0.5426	0.1127	0.0023	0.9952	0.0024	0	0.4665	0	0.0154	0.5182	0	0	1	0	0.144	0.5585	0.2975	0	0.5947	0	0.0001	0.4053	0	0	1	0	0.1614	0.5591	0.2795	0	0.5399	0.0001	0	0.46	0	0.0003	0.9997	0																																																																																																																								
motif0248	FMR1	8	0	0.7862	0.0001	0.2137	1	0	0	0	0.0002	0.9993	0.0001	0.0004	0.8196	0.1803	0	0	0	0.7151	0.2846	0.0003	0.9993	0	0.0004	0.0002	0	0.8484	0.0001	0.1515	0.8325	0.1674	0	0.0001																																																																																																																																
motif0249	FMR1	8	0	0.7862	0.0001	0.2137	1	0	0	0	0.0002	0.9993	0.0001	0.0004	0.8196	0.1803	0	0	0	0.7151	0.2846	0.0003	0.9993	0	0.0004	0.0002	0	0.8484	0.0001	0.1515	0.8325	0.1674	0	0.0001																																																																																																																																
motif0250	FMR1	8	0	0.7862	0.0001	0.2137	1	0	0	0	0.0002	0.9993	0.0001	0.0004	0.8196	0.1803	0	0	0	0.7151	0.2846	0.0003	0.9993	0	0.0004	0.0002	0	0.8484	0.0001	0.1515	0.8325	0.1674	0	0.0001																																																																																																																																
motif0251	FMR1	8	0.2275	0.7712	0.0006	0.0007	0	0.8826	0	0.1174	0.9995	0	0.0005	0	0	0.9981	0	0.0019	0	1	0	0	0.4808	0.0008	0	0.5184	0.0006	0.7733	0	0.2261	0	1	0	0																																																																																																																																
motif0252	FMR1	8	0	0.7862	0.0001	0.2137	1	0	0	0	0.0002	0.9993	0.0001	0.0004	0.8196	0.1803	0	0	0	0.7151	0.2846	0.0003	0.9993	0	0.0004	0.0002	0	0.8484	0.0001	0.1515	0.8325	0.1674	0	0.0001																																																																																																																																
motif0253	FUS	6	0.0003	0.0003	0.9991	0.0003	0	0.9999	0	0	0	0	0.9999	0	0	0.9999	0	0	0	0	0.9999	0	0.0001	0.9996	0.0001	0.0003																																																																																																																																								
motif0254	FUS	10	0.0005	0	0	0.9995	0.0001	0	0	0.9999	0.4336	0	0	0.5664	0.3775	0.2162	0	0.4063	0.5687	0	0	0.4313	0.3352	0.0001	0	0.6647	0.9784	0	0	0.0216	0.0001	0.0002	0	0.9997	0.3651	0	0	0.6349	0.0001	0	0	0.9999																																																																																																																								
motif0255	FUS	10	0	0.329	0.6709	0	0.248	0.3679	0.1768	0.2074	0.0001	0.0008	0.9991	0	0.0002	0.0781	0.9208	0.0009	0.0796	0.6606	0.2592	0.0006	0.0001	0.1716	0.5218	0.3066	0	0.6358	0.3641	0	0	0.4239	0.0973	0.4788	0	0.0007	0.9993	0	0	0.0043	0.9953	0.0003																																																																																																																								
motif0256	FUS	8	0.002	0	0.0001	0.9979	0	0	1	0	0.997	0.0009	0.0021	0	0.4929	0	0	0.5071	0	0	1	0	1	0	0	0	0.0019	0.0017	0.9785	0.0178	0.4925	0.0011	0.3858	0.1205																																																																																																																																
motif0257	FUS	10	0	0.5096	0.1965	0.2939	0	0.5264	0.0046	0.4689	0	0.4369	0.1255	0.4377	0.0343	0.5342	0.0021	0.4294	0	0.9477	0.0523	0	0.0023	0.0018	0.0003	0.9956	0	0.6026	0.3965	0.0009	0	0.9986	0.0001	0.0013	0	0.4623	0.001	0.5368	0	0.9993	0.0006	0.0002																																																																																																																								
motif0258	FUS	10	0.8352	0	0	0.1648	0.9002	0	0	0.0998	0.717	0	0	0.2829	0.5314	0	0	0.4686	0.1557	0	0	0.8443	0.7729	0.0002	0	0.2269	0.9113	0.0001	0	0.0887	0.6172	0.0002	0	0.3826	0.9999	0	0	0.0001	0.0003	0	0	0.9996																																																																																																																								
motif0259	FUS	8	0	0	0	1	0	0	0	1	0.0001	0	0	0.9998	0.0002	0.3825	0	0.6172	0	0.9991	0	0.0009	0	0.0005	0	0.9995	0	0.3213	0	0.6787	0	0.0002	0	0.9998																																																																																																																																
motif0260	FUS	8	0.0002	0.9998	0	0	0	0.9801	0	0.0199	0.1141	0.6685	0	0.2175	0	1	0	0	0.4626	0	0	0.5374	0	0.7778	0.0002	0.222	0.1372	0.8628	0	0	0	0.9999	0	0.0001																																																																																																																																
motif0261	FUS	8	0	0.9999	0.0001	0	0.0003	0.6196	0	0.3801	0	1	0	0	0.3581	0.0002	0	0.6417	0	0	1	0	0.1847	0	0.8153	0	0.0001	0	0.9999	0	0.0004	0.5699	0.4297	0																																																																																																																																
motif0262	FUS	8	0.0002	0.3296	0.6702	0	0	0.9998	0.0002	0	0.3284	0	0	0.6716	0	0.0001	0.9999	0	0	0.9994	0.0006	0	0.2201	0	0	0.7799	0	0	1	0	0.0001	0.5507	0.4489	0.0003																																																																																																																																
motif0263	FUS	8	0	0	0	0.9999	0.0001	0.0001	0.6575	0.3422	0	0.9996	0.0004	0	0	0	0	1	0	0	1	0	0.2527	0	0.2641	0.4832	0.0004	0	0.9992	0.0004	0.0003	0	0.8158	0.1839																																																																																																																																
motif0264	FUS	8	0.0003	0.0001	0.0001	0.9995	0.0001	0.4086	0.5909	0.0005	0	0.9999	0.0001	0	0.0001	0	0	0.9999	0	0	1	0	0.0003	0.0004	0.8372	0.1621	0.4846	0	0.2646	0.2508	0	0	1	0																																																																																																																																
motif0265	FUS	10	0.4477	0.0001	0.552	0.0002	0.3252	0	0.666	0.0088	0.2957	0	0.6999	0.0043	0.1688	0.0358	0.7954	0	0.9998	0	0.0001	0.0001	0.3447	0	0.6547	0.0006	0	0	1	0	0.6895	0	0.3105	0	0.5139	0.005	0.4773	0.0039	0.4238	0	0.5761	0.0001																																																																																																																								
motif0266	FUS	10	0	0.4555	0	0.5445	0	0.3814	0	0.6186	0	0.5268	0	0.4732	0	0.9994	0	0.0006	0.0006	0	0	0.9994	0	0.4641	0	0.5359	0	0.4975	0	0.5025	0.0002	0.3533	0	0.6465	0	0.9999	0	0.0001	0	0.4607	0	0.5393																																																																																																																								
motif0267	FUS	8	0	1	0	0	0	0	0	1	0	0	0.5852	0.4148	0.0003	0.6422	0	0.3575	0	0.5069	0	0.4931	0.0004	0.9992	0	0.0004	0	0.0001	0	0.9999	0.0001	0.0003	0.9977	0.0019																																																																																																																																
motif0268	FUS	8	0	0.9997	0.0002	0	0.0001	0	0	0.9999	0	0	1	0	0.0002	0.9992	0.0003	0.0003	0.4717	0	0	0.5283	0	0	0.9999	0.0001	0.0006	0.6367	0.3624	0.0002	0.492	0.0003	0	0.5078																																																																																																																																
motif0269	FUS	10	0	0.2822	0.7178	0	0.2036	0.2265	0.5053	0.0646	0.1793	0.1295	0.6756	0.0156	0	0.2168	0.7829	0.0002	0.0001	0.8119	0.1881	0	0.0301	0.3881	0	0.5818	0	0.0346	0.9654	0	0.0029	0.1295	0.805	0.0626	0	0.0315	0.9685	0	0.0001	0.3266	0.6733	0																																																																																																																								
motif0270	FUS	9	0.0166	0.5003	0	0.483	0.1648	0.4055	0	0.4297	0.2187	0.2357	0	0.5456	0	0.9991	0	0.0009	0	0.9998	0	0.0002	0.3255	0.1752	0	0.4992	0	1	0	0	0	0	0	1	0	0	1	0																																																																																																																												
motif0271	FUS	8	0	0.9441	0.0557	0.0001	0	0.9137	0	0.0863	0	0.8921	0	0.1079	0.2011	0	0.0001	0.7988	0	0.5776	0.1009	0.3214	0	0.9998	0	0.0002	0	0.9997	0	0.0003	0	0.8034	0	0.1966																																																																																																																																
motif0272	FUS	8	0	0.8695	0.1305	0	0.0001	0.9997	0.0002	0	0	1	0	0	0.9986	0.0002	0.0005	0.0006	0	0.4001	0.5999	0	0.001	0.9984	0.0007	0	0	0.6226	0.0044	0.373	0	0.679	0.0091	0.3119																																																																																																																																
motif0273	FUS	8	0	1	0	0	0.3648	0	0	0.6352	0	0	0.9996	0.0004	0	0.9999	0	0	0.4232	0	0	0.5768	0	0	0.9999	0.0001	0.0001	0.8719	0.1277	0.0002	0.0003	0.5333	0.0001	0.4663																																																																																																																																
motif0274	FUS	8	0	0.7405	0.0001	0.2594	0	0.0004	0	0.9996	0	0.0003	0	0.9997	0	0.9999	0	0.0001	0.0002	0.6852	0	0.3146	0	0.9999	0	0.0001	0.0003	0	0	0.9997	0	0.4074	0.4398	0.1528																																																																																																																																
motif0275	FUS	8	0.0001	0.9996	0.0003	0	0.9999	0	0	0.0001	0	0	1	0	0.0004	0	0.5162	0.4833	0.0002	0	0.9995	0.0002	0.4131	0.5868	0.0001	0	0.4636	0.0001	0.0001	0.5362	0.0002	0	0.9996	0.0003																																																																																																																																
motif0276	FUS	8	0.0002	0.3997	0.5143	0.0857	0	0.9999	0.0001	0	0.5593	0	0	0.4407	0	0	1	0	0.0002	0.9994	0.0004	0	0.9987	0	0	0.0013	0	0	1	0	0.0002	0.6093	0.3903	0.0002																																																																																																																																
motif0277	FUS	8	0	0	1	0	0.6566	0	0.3434	0	0.0007	0	0.9993	0	0.655	0	0.3445	0.0004	0.0003	0.0001	0.9995	0	0.9995	0	0.0004	0	0.5024	0.0001	0.4974	0.0001	0.0001	0	0.9999	0																																																																																																																																
motif0278	FUS	8	0.0002	0.3997	0.5143	0.0857	0	0.9999	0.0001	0	0.5593	0	0	0.4407	0	0	1	0	0.0002	0.9994	0.0004	0	0.9987	0	0	0.0013	0	0	1	0	0.0002	0.6093	0.3903	0.0002																																																																																																																																
motif0279	FUS	8	0	0	1	0	0.6566	0	0.3434	0	0.0007	0	0.9993	0	0.655	0	0.3445	0.0004	0.0003	0.0001	0.9995	0	0.9995	0	0.0004	0	0.5024	0.0001	0.4974	0.0001	0.0001	0	0.9999	0																																																																																																																																
motif0280	FUS	8	0	0.0002	0	0.9998	1	0	0	0	0	0.0006	0	0.9994	0.9993	0	0	0.0006	0	0.6112	0	0.3888	0.9999	0	0	0.0001	0	0.6929	0	0.3071	0.9997	0	0	0.0002																																																																																																																																
motif0281	FUS	8	0	0.0006	0	0.9994	0	0	0	1	0.4395	0	0	0.5605	0.0002	0.6965	0	0.3033	0	0	0	1	0.0005	0	0	0.9995	0	0.0008	0	0.9992	0	0.9999	0	0.0001																																																																																																																																
motif0282	FUS	8	0.0006	0.3784	0	0.621	0	0	0	1	0	0	0	1	0.0901	0.4329	0	0.477	0.0008	0.9976	0	0.0015	0.0001	0	0	0.9999	0	0	0	1	0	0.9986	0	0.0014																																																																																																																																
motif0283	FUS	8	0	0.6049	0	0.3951	1	0	0	0	0	0	0	1	0.0011	0	0	0.9989	0	0	0	1	0.2916	0	0	0.7084	0.9984	0.0008	0	0.0008	1	0	0	0																																																																																																																																
motif0284	FUS	10	0.0001	0.0016	0.9751	0.0233	0	0.3948	0.6052	0	0.0468	0.2432	0.0066	0.7034	0.0001	0.0094	0.9905	0.0001	0.0037	0.0357	0.6663	0.2943	0.0002	0.2832	0.3917	0.325	0.0002	0.0487	0.5736	0.3775	0.0002	0.4369	0.5625	0.0004	0.0003	0.0033	0.3019	0.6945	0.0002	0.0011	0.9985	0.0002																																																																																																																								
motif0285	FUS	8	0	0.9974	0.0002	0.0025	0.0001	0.6379	0	0.362	0	0.9991	0.0003	0.0006	0	0	0	1	0	0.8683	0.1295	0.0022	0	0.6605	0.0003	0.3392	0	1	0	0	0	0.643	0	0.357																																																																																																																																
motif0286	FUS	10	0	0.6017	0	0.3983	0	0.4489	0.0001	0.5511	0.0001	0.5432	0.0002	0.4565	0	0.553	0	0.447	0.0004	0.4603	0.0002	0.5391	0.0002	0.5814	0	0.4185	0	0.9147	0	0.0853	0.0001	0.0024	0	0.9975	0	0.995	0	0.005	0	0.6423	0	0.3577																																																																																																																								
motif0287	FUS	8	0.0007	0.7089	0	0.2904	0	0	0.0002	0.9998	0	0.0001	0.9997	0.0002	0	0.0007	0	0.9993	0.0004	0.9964	0	0.0032	0	0	0	1	0	0.4824	0.5162	0.0015	0	0.3221	0	0.6779																																																																																																																																
motif0288	FUS	8	0.1084	0.006	0.0011	0.8845	0	0.9841	0	0.0159	0.4417	0	0	0.5583	0	1	0	0	1	0	0	0	0	0	0	1	0.0108	0.009	0.0067	0.9736	0	0.4907	0	0.5093																																																																																																																																
motif0289	FUS	10	0	0.9989	0	0.0011	0.0896	0.3892	0.0001	0.5211	0	0.9957	0.0011	0.0032	0.3552	0	0	0.6448	0	0.0003	0.5347	0.465	0	0.7543	0.2437	0.002	0	0.0003	0	0.9997	0.0015	0.5593	0	0.4392	0.0009	0.6123	0	0.3868	0	0.4969	0	0.5031																																																																																																																								
motif0290	FUS	8	0	0.9979	0.0002	0.0019	0	1	0	0	0.371	0.4326	0	0.1964	0.0008	0.9983	0	0.0008	0.9978	0.0013	0.0009	0	0	0.3652	0.6314	0.0034	0	0.9993	0	0.0007	0	0.6323	0.0002	0.3675																																																																																																																																
motif0291	FUS	8	0	0.5488	0.0004	0.4508	0	0.9996	0.0004	0	0.524	0.0013	0	0.4747	0	0.9987	0.0002	0.0011	0.9991	0	0.0009	0	0	0.0014	0.9963	0.0023	0	0.9977	0.0023	0	0	0.4714	0.0001	0.5285																																																																																																																																
motif0292	FUS	8	0	0.5488	0.0004	0.4508	0	0.9996	0.0004	0	0.524	0.0013	0	0.4747	0	0.9987	0.0002	0.0011	0.9991	0	0.0009	0	0	0.0014	0.9963	0.0023	0	0.9977	0.0023	0	0	0.4714	0.0001	0.5285																																																																																																																																
motif0293	FUS	10	0.0002	0.6372	0.3621	0.0005	0.5933	0	0.0045	0.4022	0.2205	0	0.7687	0.0107	0.4829	0	0.5171	0	0.1725	0.2322	0.5953	0	0.0025	0.9972	0	0.0003	0.0064	0.0004	0	0.9932	0	0.5206	0.479	0.0005	0.4282	0	0	0.5718	0	0	1	0																																																																																																																								
motif0294	FUS	10	0	0.5113	0	0.4886	0.0005	0.3926	0.0003	0.6067	0	0.0006	0.0002	0.9992	0	0.4998	0	0.5002	0.0163	0.9474	0	0.0363	0.0001	0.6215	0	0.3784	0.0002	0.0108	0	0.989	0	0.3858	0.1013	0.5129	0	0.3941	0	0.6059	0	0.8705	0.1295	0																																																																																																																								
motif0295	FUS	8	0	0.9979	0.0011	0.001	0.0003	0	0	0.9997	0.0005	0.3365	0.6627	0.0003	0	0.9421	0	0.0579	0.3656	0.0007	0	0.6337	0	0.5759	0.4241	0	0	0	0	1	0	0.0002	0.9995	0.0003																																																																																																																																
motif0296	FUS	8	0	0.0001	0.9999	0	0.0749	0	0.9251	0	0.4727	0.0003	0.527	0	0.9988	0.0001	0.0009	0.0003	0.0007	0	0.9978	0.0015	0.0019	0	0.9981	0	0.461	0	0.539	0	0.4743	0	0.5257	0																																																																																																																																
motif0297	FUS	8	0	0.7072	0	0.2928	0	0.8866	0.001	0.1124	0.0929	0.6089	0.0003	0.2979	0	1	0	0	0.3079	0	0.0001	0.692	0	0	0.8914	0.1086	0.0006	0.9979	0.0014	0	0	0.9986	0	0.0014																																																																																																																																
motif0298	FUS	10	0.998	0	0	0.002	0.4614	0	0	0.5385	0.9966	0	0	0.0034	0.6497	0.0004	0	0.3499	0.2129	0	0	0.7871	0.3986	0.0009	0	0.6005	0.8438	0.0001	0	0.1561	0.7529	0.0011	0	0.246	0.9997	0.0001	0	0.0002	0.0005	0.1983	0	0.8012																																																																																																																								
motif0299	FUS	8	0	0.5385	0	0.4615	0.0003	0.5364	0.0001	0.4632	0.0009	0.5353	0	0.4638	0	0.9995	0.0005	0	0	0	0.0003	0.9997	0	0	1	0	0.0006	0.0002	0.9992	0	0.001	0.0749	0.9209	0.0031																																																																																																																																
motif0300	FUS	7	0	0.8317	0	0.1683	0	0.3207	0	0.6793	0	0	0	1	0.0089	0.9899	0.0012	0	0	1	0	0	0	0	0	1	0	0.0094	0.9829	0.0077																																																																																																																																				
motif0301	FUS	8	0.2847	0.7148	0.0004	0	0.9984	0	0	0.0016	0	0	0.9984	0.0016	0.0002	0.0012	0.9987	0	0.0004	0.9995	0	0	0.4267	0.1699	0	0.4034	0.001	0.0005	0.695	0.3035	0	0	0.9997	0.0003																																																																																																																																
motif0302	FUS	8	0	0.5385	0	0.4615	0.0003	0.5364	0.0001	0.4632	0.0009	0.5353	0	0.4638	0	0.9995	0.0005	0	0	0	0.0003	0.9997	0	0	1	0	0.0006	0.0002	0.9992	0	0.001	0.0749	0.9209	0.0031																																																																																																																																
motif0303	FUS	7	0	0.8317	0	0.1683	0	0.3207	0	0.6793	0	0	0	1	0.0089	0.9899	0.0012	0	0	1	0	0	0	0	0	1	0	0.0094	0.9829	0.0077																																																																																																																																				
motif0304	FUS	8	0.2847	0.7148	0.0004	0	0.9984	0	0	0.0016	0	0	0.9984	0.0016	0.0002	0.0012	0.9987	0	0.0004	0.9995	0	0	0.4267	0.1699	0	0.4034	0.001	0.0005	0.695	0.3035	0	0	0.9997	0.0003																																																																																																																																
motif0305	FUS	8	0	0.8715	0.0003	0.1282	0.0007	0.6257	0	0.3735	0.0007	0.2541	0	0.7452	0	0.8917	0.1083	0	0	0	0	1	0	0	1	0	0.0006	0.0003	0.9991	0	0.0007	0.0914	0.7285	0.1794																																																																																																																																
motif0306	FUS	8	0	0.9979	0	0.0021	0	0.0016	0	0.9984	0	0	0	1	0.0018	0.9974	0.0006	0.0002	0	1	0	0	0	0.0001	0	0.9999	0	0.3561	0.267	0.3769	0.0025	0.5125	0.0007	0.4843																																																																																																																																
motif0307	FUS	8	0	0.8715	0.0003	0.1282	0.0007	0.6257	0	0.3735	0.0007	0.2541	0	0.7452	0	0.8917	0.1083	0	0	0	0	1	0	0	1	0	0.0006	0.0003	0.9991	0	0.0007	0.0914	0.7285	0.1794																																																																																																																																
motif0308	FUS	8	0	0.9976	0	0.0024	0	0.0021	0	0.9979	0	0	0	1	0.0018	0.9975	0.0005	0.0001	0	1	0	0	0	0.0001	0	0.9999	0	0.3395	0.2833	0.3772	0.0195	0.4952	0.0001	0.4851																																																																																																																																
motif0309	FUS	8	0	0.7905	0.2078	0.0017	0.1672	0.3552	0	0.4776	0	1	0	0	0.9999	0	0	0.0001	0	0.3189	0.6811	0	0.0009	0	0.0014	0.9978	0	0.0002	0.9998	0	0.0018	0.0006	0.0013	0.9963																																																																																																																																
motif0310	FUS	10	0.4772	0	0.5123	0.0105	0.001	0.0002	0.9983	0.0005	0.574	0	0.426	0	0.385	0	0.6149	0.0001	0.4294	0.0981	0.4724	0.0001	0.9985	0.0001	0.0004	0.001	0.0011	0	0.9988	0.0001	0.3635	0	0.6365	0	0.561	0.0001	0.4389	0	0.4582	0.0002	0.5416	0																																																																																																																								
motif0311	FUS	8	0.3548	0.6445	0	0.0006	0	0.9987	0	0.0013	0.999	0.0001	0	0.0009	0	1	0	0	0.5696	0	0	0.4304	0	0.3182	0.6796	0.0023	0.9966	0.0022	0	0.0012	0	0.9996	0.0004	0																																																																																																																																
motif0312	FUS	8	0.0003	0.6295	0.3702	0	0.998	0.0003	0	0.0017	0	0.0002	0.9998	0	0.336	0.1391	0.5248	0.0001	0	0.9996	0.0004	0	0.9989	0	0	0.0011	0	0.0006	0.9972	0.0021	0.0012	0.4654	0.5329	0.0005																																																																																																																																
motif0313	FUS	9	0	0.0001	0.9989	0.001	0.0003	0.1135	0.6634	0.2228	0.2614	0.3952	0.3435	0	0.194	0.4059	0.2531	0.1471	0.0008	0.9031	0.0002	0.0959	0.0264	0.0005	0.0004	0.9727	0	0.0001	0.9634	0.0365	0.0001	0	0.9992	0.0007	0	0.2617	0.7383	0																																																																																																																												
motif0314	FUS	8	0.5553	0.0012	0.4434	0.0001	0	0.9979	0.0021	0	0.4407	0.0006	0.0061	0.5527	0	0	0.0021	0.9979	0.0009	0	0.9991	0	0.0008	0.0004	0.9988	0	0	0.9995	0.0004	0	0.4246	0.0003	0	0.5751																																																																																																																																
